ins_id,age,agency,agency_type,commision,destination,distribution_channel,duration,gender,net_sales,product_name,claim
33430,30.0,C2B,Airlines,19.63,SINGAPORE,Online,25.0,M,78.5,Silver Plan,0.0
55576,43.0,C2B,Airlines,59.88,SINGAPORE,Online,367.0,M,239.5,Annual Gold Plan,1.0
29428,34.0,C2B,Airlines,31.75,SINGAPORE,Online,68.0,M,127.0,Silver Plan,1.0
36287,27.0,C2B,Airlines,6.25,SINGAPORE,Online,7.0,M,25.0,Silver Plan,1.0
25457,39.0,C2B,Airlines,63.21,SINGAPORE,Online,365.0,M,252.85,Annual Silver Plan,1.0
6212,38.0,C2B,Airlines,68.08,SINGAPORE,Online,365.0,M,272.3,Annual Silver Plan,0.0
55733,21.0,C2B,Airlines,4.0,SINGAPORE,Online,15.0,F,16.0,Bronze Plan,0.0
46080,21.0,C2B,Airlines,7.38,SINGAPORE,Online,10.0,M,29.5,Silver Plan,0.0
6159,48.0,KML,Travel Agency,36.1,IRELAND,Online,19.0,M,95.0,Value Plan,0.0
11196,53.0,JZI,Airlines,11.55,INDONESIA,Online,4.0,M,33.0,Value Plan,0.0
54144,48.0,KML,Travel Agency,10.64,INDONESIA,Online,17.0,F,28.0,Value Plan,1.0
24167,32.0,C2B,Airlines,63.21,SINGAPORE,Online,368.0,M,252.85,Annual Silver Plan,1.0
60420,32.0,C2B,Airlines,8.13,SINGAPORE,Online,6.0,M,32.5,Bronze Plan,0.0
34205,51.0,C2B,Airlines,19.13,SINGAPORE,Online,14.0,F,76.5,Gold Plan,1.0
56302,42.0,C2B,Airlines,54.0,SINGAPORE,Online,366.0,F,216.0,Annual Silver Plan,1.0
48986,45.0,C2B,Airlines,83.25,SINGAPORE,Online,373.0,M,333.0,Annual Gold Plan,1.0
57750,35.0,C2B,Airlines,15.5,SINGAPORE,Online,32.0,F,62.0,Silver Plan,0.0
40029,48.0,KML,Travel Agency,41.42,NETHERLANDS,Online,20.0,F,109.0,Value Plan,0.0
43365,58.0,C2B,Airlines,6.75,SINGAPORE,Online,26.0,M,27.0,Bronze Plan,1.0
38812,47.0,C2B,Airlines,97.34,SINGAPORE,Online,366.0,M,389.35,Annual Gold Plan,1.0
45856,30.0,C2B,Airlines,9.75,SINGAPORE,Online,9.0,M,39.0,Silver Plan,1.0
25268,72.0,JZI,Airlines,12.25,HONG KONG,Online,16.0,M,35.0,Basic Plan,0.0
36407,30.0,C2B,Airlines,46.25,SINGAPORE,Online,167.0,F,185.0,Bronze Plan,0.0
47088,47.0,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,38.0,M,15.0,Value Plan,0.0
43683,48.0,C2B,Airlines,26.4,SINGAPORE,Online,100.0,F,105.6,Gold Plan,1.0
2859,48.0,KML,Travel Agency,14.44,INDONESIA,Online,26.0,M,38.0,Premier Plan,0.0
33403,29.0,C2B,Airlines,5.88,SINGAPORE,Online,9.0,F,23.5,Bronze Plan,1.0
45832,48.0,JZI,Airlines,15.75,JAPAN,Online,62.0,M,45.0,Value Plan,0.0
42647,29.0,C2B,Airlines,11.88,SINGAPORE,Online,41.0,F,47.5,Silver Plan,1.0
62556,40.0,C2B,Airlines,12.0,SINGAPORE,Online,19.0,F,48.0,Bronze Plan,0.0
53947,57.0,JZI,Airlines,14.0,CHINA,Online,93.0,M,40.0,Basic Plan,0.0
30270,38.0,JZI,Airlines,10.5,MALAYSIA,Online,26.0,M,30.0,Basic Plan,0.0
58761,26.0,C2B,Airlines,6.75,SINGAPORE,Online,8.0,M,27.0,Bronze Plan,1.0
53539,53.0,JZI,Airlines,6.3,INDONESIA,Online,7.0,M,18.0,Basic Plan,0.0
48231,39.0,C2B,Airlines,8.38,SINGAPORE,Online,10.0,M,33.5,Gold Plan,0.0
46708,54.0,JZI,Airlines,9.1,CHINA,Online,13.0,M,26.0,Basic Plan,0.0
59538,50.0,C2B,Airlines,17.38,SINGAPORE,Online,30.0,M,69.5,Bronze Plan,1.0
7803,43.0,JZI,Airlines,7.7,CHINA,Online,17.0,M,22.0,Basic Plan,0.0
28089,30.0,C2B,Airlines,10.13,SINGAPORE,Online,22.0,F,40.5,Bronze Plan,1.0
17526,61.0,JZI,Airlines,6.3,THAILAND,Online,3.0,F,18.0,Basic Plan,0.0
28717,118.0,CCR,Travel Agency,9.57,THAILAND,Offline,15.0,F,29.0,Comprehensive Plan,1.0
42658,33.0,C2B,Airlines,17.25,SINGAPORE,Online,27.0,M,69.0,Gold Plan,1.0
61212,40.0,JZI,Airlines,10.5,VIET NAM,Online,13.0,M,30.0,Basic Plan,0.0
6180,34.0,JZI,Airlines,6.3,INDONESIA,Online,12.0,M,18.0,Basic Plan,0.0
50327,22.0,ADM,Travel Agency,55.48,FRANCE,Online,76.0,M,146.0,Value Plan,0.0
61814,27.0,JZI,Airlines,6.3,VIET NAM,Online,55.0,M,18.0,Basic Plan,0.0
42658,33.0,C2B,Airlines,17.25,SINGAPORE,Online,27.0,M,69.0,Gold Plan,1.0
60757,51.0,JZI,Airlines,9.1,CHINA,Online,15.0,F,26.0,Basic Plan,0.0
61221,37.0,C2B,Airlines,11.38,SINGAPORE,Online,25.0,M,45.5,Bronze Plan,1.0
49752,28.0,C2B,Airlines,9.25,SINGAPORE,Online,8.0,M,37.0,Silver Plan,1.0
25839,57.0,JZI,Airlines,9.1,CHINA,Online,9.0,M,26.0,Basic Plan,1.0
62799,30.0,C2B,Airlines,4.0,SINGAPORE,Online,4.0,F,16.0,Bronze Plan,0.0
29620,71.0,C2B,Airlines,3.38,SINGAPORE,Online,4.0,F,13.5,Bronze Plan,0.0
37139,65.0,C2B,Airlines,22.75,SINGAPORE,Online,16.0,M,91.0,Gold Plan,0.0
47580,59.0,C2B,Airlines,34.38,SINGAPORE,Online,59.0,F,137.5,Silver Plan,1.0
61832,29.0,C2B,Airlines,44.5,SINGAPORE,Online,79.0,F,178.0,Bronze Plan,1.0
53355,49.0,C2B,Airlines,8.85,SINGAPORE,Online,46.0,F,35.4,Silver Plan,1.0
38267,78.0,CCR,Travel Agency,9.57,MALAYSIA,Offline,238.0,F,29.0,Comprehensive Plan,0.0
60414,84.0,C2B,Airlines,4.0,SINGAPORE,Online,12.0,F,16.0,Bronze Plan,0.0
52818,34.0,C2B,Airlines,11.88,SINGAPORE,Online,17.0,F,47.5,Silver Plan,0.0
55893,50.0,C2B,Airlines,21.5,SINGAPORE,Online,27.0,F,86.0,Bronze Plan,1.0
15727,73.0,JZI,Airlines,7.7,CHINA,Online,3.0,F,22.0,Basic Plan,0.0
41442,43.0,C2B,Airlines,20.38,SINGAPORE,Online,45.0,F,81.5,Silver Plan,1.0
57549,26.0,C2B,Airlines,22.13,SINGAPORE,Online,28.0,F,88.5,Silver Plan,0.0
38671,29.0,C2B,Airlines,63.21,SINGAPORE,Online,364.0,M,252.85,Annual Silver Plan,1.0
53545,35.0,JZI,Airlines,7.7,INDONESIA,Online,12.0,F,22.0,Basic Plan,0.0
37575,50.0,JZI,Airlines,12.95,PHILIPPINES,Online,168.0,F,37.0,Basic Plan,0.0
48601,25.0,LWC,Travel Agency,55.09,UNITED KINGDOM,Online,14.0,F,84.75,Single Trip Travel Protect Silver,0.0
38784,30.0,C2B,Airlines,8.63,SINGAPORE,Online,18.0,F,34.5,Bronze Plan,1.0
35065,28.0,C2B,Airlines,13.38,SINGAPORE,Online,36.0,M,53.5,Bronze Plan,0.0
32703,35.0,C2B,Airlines,5.88,SINGAPORE,Online,9.0,F,23.5,Bronze Plan,0.0
20749,51.0,JZI,Airlines,9.1,HONG KONG,Online,195.0,F,26.0,Basic Plan,0.0
36280,35.0,C2B,Airlines,4.25,SINGAPORE,Online,13.0,F,17.0,Bronze Plan,0.0
605,29.0,C2B,Airlines,27.0,SINGAPORE,Online,23.0,M,108.0,Silver Plan,0.0
30145,36.0,C2B,Airlines,5.88,SINGAPORE,Online,8.0,M,23.5,Bronze Plan,1.0
54756,29.0,C2B,Airlines,23.75,SINGAPORE,Online,62.0,M,95.0,Silver Plan,0.0
39229,24.0,C2B,Airlines,89.38,SINGAPORE,Online,176.0,M,-357.5,Gold Plan,0.0
56805,44.0,LWC,Travel Agency,149.37,UNITED STATES,Online,366.0,M,229.8,Annual Travel Protect Silver,1.0
56304,39.0,C2B,Airlines,54.0,SINGAPORE,Online,365.0,M,216.0,Annual Silver Plan,1.0
39007,38.0,C2B,Airlines,69.71,SINGAPORE,Online,368.0,F,278.85,Annual Gold Plan,0.0
24351,64.0,JZI,Airlines,6.3,INDONESIA,Online,2.0,M,18.0,Basic Plan,0.0
44929,28.0,C2B,Airlines,15.0,SINGAPORE,Online,20.0,F,60.0,Bronze Plan,0.0
63204,30.0,C2B,Airlines,8.38,SINGAPORE,Online,26.0,M,33.5,Bronze Plan,0.0
33993,22.0,C2B,Airlines,9.13,SINGAPORE,Online,9.0,M,36.5,Gold Plan,1.0
57172,53.0,C2B,Airlines,7.38,SINGAPORE,Online,18.0,M,29.5,Silver Plan,1.0
51843,40.0,C2B,Airlines,4.0,SINGAPORE,Online,6.0,F,16.0,Bronze Plan,1.0
33447,42.0,C2B,Airlines,63.21,SINGAPORE,Online,364.0,M,252.85,Annual Silver Plan,1.0
11407,36.0,JZI,Airlines,7.7,THAILAND,Online,97.0,M,22.0,Basic Plan,0.0
37584,53.0,C2B,Airlines,13.38,SINGAPORE,Online,128.0,F,53.5,Bronze Plan,1.0
49921,53.0,C2B,Airlines,54.0,SINGAPORE,Online,386.0,M,216.0,Annual Silver Plan,0.0
20767,23.0,C2B,Airlines,5.53,SINGAPORE,Online,27.0,M,22.1,Bronze Plan,0.0
56435,40.0,LWC,Travel Agency,18.85,HONG KONG,Online,7.0,F,29.0,Single Trip Travel Protect Gold,0.0
424,32.0,C2B,Airlines,46.96,SINGAPORE,Online,365.0,M,187.85,Annual Silver Plan,1.0
28927,25.0,C2B,Airlines,15.5,SINGAPORE,Online,66.0,M,62.0,Bronze Plan,1.0
32589,33.0,JZI,Airlines,9.1,HONG KONG,Online,16.0,F,26.0,Basic Plan,0.0
28106,67.0,C2B,Airlines,8.38,SINGAPORE,Online,10.0,M,33.5,Silver Plan,0.0
63208,28.0,C2B,Airlines,5.25,SINGAPORE,Online,12.0,M,21.0,Bronze Plan,1.0
60430,64.0,C2B,Airlines,18.0,SINGAPORE,Online,15.0,F,72.0,Silver Plan,0.0
28089,30.0,C2B,Airlines,10.13,SINGAPORE,Online,22.0,F,40.5,Bronze Plan,1.0
7100,72.0,C2B,Airlines,17.15,SINGAPORE,Online,33.0,M,68.6,Gold Plan,1.0
45681,29.0,LWC,Travel Agency,20.96,THAILAND,Online,5.0,F,32.25,Single Trip Travel Protect Gold,0.0
19838,50.0,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,6.0,F,15.0,Value Plan,0.0
28465,25.0,JZI,Airlines,6.3,THAILAND,Online,6.0,M,18.0,Basic Plan,0.0
52576,25.0,JZI,Airlines,9.1,JAPAN,Online,18.0,M,26.0,Basic Plan,0.0
55528,69.0,TST,Travel Agency,10.5,THAILAND,Offline,29.0,F,30.0,Travel Cruise Protect,0.0
36543,24.0,TTW,Travel Agency,0.0,SINGAPORE,Offline,364.0,F,97.0,Individual Comprehensive Plan,1.0
55196,35.0,C2B,Airlines,64.8,SINGAPORE,Online,373.0,F,259.2,Annual Silver Plan,0.0
24973,31.0,C2B,Airlines,63.21,SINGAPORE,Online,364.0,F,252.85,Annual Silver Plan,1.0
32001,28.0,CWT,Travel Agency,23.76,SINGAPORE,Offline,3.0,M,39.6,Rental Vehicle Excess Insurance,0.0
36398,31.0,JZI,Airlines,6.3,PHILIPPINES,Online,11.0,M,18.0,Basic Plan,0.0
61435,37.0,C2B,Airlines,4.0,SINGAPORE,Online,15.0,F,16.0,Bronze Plan,0.0
56806,64.0,LWC,Travel Agency,16.25,MALAYSIA,Online,4.0,M,25.0,Single Trip Travel Protect Gold,1.0
43368,33.0,C2B,Airlines,10.0,SINGAPORE,Online,36.0,F,40.0,Bronze Plan,1.0
16357,118.0,JZI,Airlines,9.1,INDONESIA,Online,2.0,M,26.0,Value Plan,0.0
26358,118.0,CCR,Travel Agency,9.57,MALAYSIA,Offline,2.0,M,29.0,Comprehensive Plan,0.0
19859,59.0,JZI,Airlines,12.25,CHINA,Online,24.0,M,35.0,Basic Plan,0.0
61238,36.0,C2B,Airlines,13.25,SINGAPORE,Online,14.0,F,53.0,Bronze Plan,0.0
42651,48.0,C2B,Airlines,9.75,SINGAPORE,Online,7.0,M,39.0,Silver Plan,0.0
57172,53.0,C2B,Airlines,7.38,SINGAPORE,Online,18.0,M,29.5,Silver Plan,1.0
33801,54.0,C2B,Airlines,8.38,SINGAPORE,Online,14.0,M,33.5,Silver Plan,1.0
51654,28.0,C2B,Airlines,4.63,SINGAPORE,Online,27.0,F,18.5,Silver Plan,1.0
23108,30.0,C2B,Airlines,63.21,SINGAPORE,Online,365.0,M,252.85,Annual Silver Plan,1.0
57747,40.0,C2B,Airlines,20.38,SINGAPORE,Online,32.0,M,81.5,Silver Plan,1.0
57904,41.0,TST,Travel Agency,10.5,THAILAND,Offline,15.0,F,30.0,Travel Cruise Protect,0.0
53985,48.0,C2B,Airlines,8.38,SINGAPORE,Online,57.0,F,33.5,Bronze Plan,0.0
747,53.0,JZI,Airlines,6.3,MALAYSIA,Online,7.0,M,18.0,Basic Plan,0.0
43874,65.0,C2B,Airlines,17.25,SINGAPORE,Online,19.0,M,0.0,Gold Plan,0.0
35235,48.0,C2B,Airlines,10.5,SINGAPORE,Online,13.0,M,42.0,Silver Plan,0.0
14923,32.0,JZI,Airlines,7.7,VIET NAM,Online,22.0,F,22.0,Basic Plan,0.0
33794,53.0,C2B,Airlines,57.13,SINGAPORE,Online,104.0,F,228.5,Silver Plan,1.0
55366,30.0,C2B,Airlines,6.75,SINGAPORE,Online,13.0,F,27.0,Bronze Plan,1.0
37138,42.0,C2B,Airlines,8.38,SINGAPORE,Online,26.0,F,33.5,Silver Plan,0.0
41233,48.0,ART,Airlines,17.54,UNITED ARAB EMIRATES,Online,127.0,F,50.1,24 Protect,0.0
14787,67.0,CCR,Travel Agency,9.57,THAILAND,Offline,77.0,F,29.0,Comprehensive Plan,0.0
45095,42.0,JZI,Airlines,7.7,MACAO,Online,20.0,M,22.0,Basic Plan,0.0
23788,23.0,C2B,Airlines,63.21,SINGAPORE,Online,376.0,F,252.85,Annual Silver Plan,1.0
48464,35.0,C2B,Airlines,54.0,SINGAPORE,Online,376.0,M,216.0,Annual Silver Plan,1.0
62977,29.0,C2B,Airlines,10.25,SINGAPORE,Online,4.0,F,41.0,Silver Plan,0.0
13924,118.0,ART,Airlines,11.2,CHINA,Online,9.0,M,32.0,Value Plan,0.0
42186,68.0,C2B,Airlines,6.75,SINGAPORE,Online,11.0,F,27.0,Bronze Plan,1.0
56273,31.0,C2B,Airlines,6.75,SINGAPORE,Online,18.0,F,27.0,Bronze Plan,0.0
28323,70.0,C2B,Airlines,4.63,SINGAPORE,Online,4.0,M,18.5,Silver Plan,0.0
39464,39.0,C2B,Airlines,5.88,SINGAPORE,Online,32.0,F,23.5,Bronze Plan,1.0
62398,25.0,C2B,Airlines,5.63,SINGAPORE,Online,8.0,M,22.5,Silver Plan,0.0
35470,60.0,C2B,Airlines,63.21,SINGAPORE,Online,371.0,M,252.85,Annual Silver Plan,0.0
26708,40.0,C2B,Airlines,63.21,SINGAPORE,Online,368.0,F,252.85,Annual Silver Plan,0.0
47948,33.0,LWC,Travel Agency,208.16,UNITED STATES,Online,368.0,M,320.25,Annual Travel Protect Gold,1.0
28057,56.0,JZI,Airlines,7.7,THAILAND,Online,20.0,F,22.0,Basic Plan,0.0
44049,26.0,C2B,Airlines,8.38,SINGAPORE,Online,54.0,F,33.5,Bronze Plan,1.0
1732,118.0,JWT,Airlines,15.6,INDIA,Online,10.0,F,39.0,Value Plan,0.0
45807,48.0,KML,Travel Agency,10.64,INDONESIA,Online,23.0,M,28.0,Value Plan,0.0
52568,22.0,JZI,Airlines,7.7,INDONESIA,Online,20.0,F,22.0,Basic Plan,0.0
42816,58.0,C2B,Airlines,4.0,SINGAPORE,Online,30.0,F,16.0,Bronze Plan,1.0
31211,37.0,C2B,Airlines,18.0,SINGAPORE,Online,21.0,M,72.0,Silver Plan,0.0
56098,36.0,C2B,Airlines,4.0,SINGAPORE,Online,8.0,M,16.0,Bronze Plan,0.0
54340,31.0,C2B,Airlines,9.75,SINGAPORE,Online,43.0,M,39.0,Bronze Plan,1.0
26510,58.0,JZI,Airlines,20.3,AUSTRALIA,Online,29.0,F,0.0,Value Plan,0.0
35229,44.0,C2B,Airlines,3.75,SINGAPORE,Online,3.0,F,15.0,Silver Plan,1.0
15710,47.0,RAB,Airlines,6.0,BRUNEI DARUSSALAM,Online,9.0,M,15.0,Value Plan,0.0
28321,38.0,C2B,Airlines,6.25,SINGAPORE,Online,24.0,M,25.0,Silver Plan,1.0
58379,25.0,C2B,Airlines,9.75,SINGAPORE,Online,8.0,F,39.0,Silver Plan,0.0
56669,35.0,KML,Travel Agency,11.02,INDONESIA,Offline,2.0,M,29.0,Premier Plan,1.0
57335,22.0,C2B,Airlines,11.88,SINGAPORE,Online,14.0,M,47.5,Silver Plan,1.0
53323,49.0,CCR,Travel Agency,9.57,MALAYSIA,Offline,18.0,F,29.0,Comprehensive Plan,1.0
21165,24.0,C2B,Airlines,4.39,SINGAPORE,Online,5.0,F,17.55,Bronze Plan,1.0
30301,41.0,C2B,Airlines,63.21,SINGAPORE,Online,365.0,F,252.85,Annual Silver Plan,0.0
8711,27.0,JZI,Airlines,7.7,INDIA,Online,17.0,M,22.0,Basic Plan,0.0
45312,46.0,C2B,Airlines,24.75,SINGAPORE,Online,40.0,M,99.0,Bronze Plan,1.0
8527,29.0,C2B,Airlines,72.94,SINGAPORE,Online,364.0,F,291.75,Annual Silver Plan,1.0
31213,27.0,C2B,Airlines,6.25,SINGAPORE,Online,8.0,F,25.0,Silver Plan,1.0
30017,44.0,C2B,Airlines,63.21,SINGAPORE,Online,364.0,M,252.85,Annual Silver Plan,1.0
49584,22.0,C2B,Airlines,12.0,SINGAPORE,Online,19.0,F,48.0,Bronze Plan,0.0
51622,48.0,C2B,Airlines,6.63,SINGAPORE,Online,13.0,M,26.5,Bronze Plan,0.0
24365,56.0,JZI,Airlines,48.3,UNITED STATES,Online,46.0,M,138.0,Value Plan,1.0
56292,28.0,C2B,Airlines,5.63,SINGAPORE,Online,6.0,M,22.5,Silver Plan,0.0
18313,41.0,C2B,Airlines,20.64,SINGAPORE,Online,33.0,F,82.55,Silver Plan,0.0
42646,28.0,C2B,Airlines,20.38,SINGAPORE,Online,18.0,M,81.5,Silver Plan,0.0
10545,118.0,JWT,Airlines,15.6,INDIA,Online,11.0,M,39.0,Value Plan,0.0
21700,56.0,JZI,Airlines,20.3,CHINA,Online,32.0,M,58.0,Value Plan,0.0
408,71.0,C2B,Airlines,9.59,SINGAPORE,Online,10.0,F,38.35,Bronze Plan,0.0
38758,59.0,JZI,Airlines,9.1,CHINA,Online,18.0,F,26.0,Basic Plan,0.0
35609,28.0,RAB,Airlines,20.0,BRUNEI DARUSSALAM,Online,22.0,M,50.0,Value Plan,0.0
15286,43.0,JZI,Airlines,7.7,THAILAND,Online,12.0,F,22.0,Basic Plan,0.0
28314,58.0,C2B,Airlines,13.38,SINGAPORE,Online,32.0,F,53.5,Bronze Plan,1.0
53156,32.0,C2B,Airlines,54.0,SINGAPORE,Online,366.0,M,216.0,Annual Silver Plan,0.0
45550,36.0,C2B,Airlines,5.0,SINGAPORE,Online,8.0,M,20.0,Bronze Plan,0.0
11400,65.0,JZI,Airlines,9.1,CHINA,Online,15.0,M,26.0,Basic Plan,0.0
55924,27.0,C2B,Airlines,54.0,SINGAPORE,Online,383.0,F,216.0,Annual Silver Plan,1.0
34721,44.0,TTW,Travel Agency,0.0,AUSTRALIA,Offline,364.0,F,97.0,Individual Comprehensive Plan,0.0
32599,49.0,C2B,Airlines,13.38,SINGAPORE,Online,54.0,M,53.5,Bronze Plan,1.0
34205,51.0,C2B,Airlines,19.13,SINGAPORE,Online,14.0,F,76.5,Gold Plan,1.0
48418,25.0,CCR,Travel Agency,9.57,MALAYSIA,Offline,4.0,M,29.0,Comprehensive Plan,1.0
61953,26.0,LWC,Travel Agency,24.38,THAILAND,Online,16.0,M,37.5,Single Trip Travel Protect Gold,0.0
61209,44.0,JZI,Airlines,9.1,HONG KONG,Online,91.0,M,26.0,Basic Plan,0.0
62375,28.0,C2B,Airlines,5.0,SINGAPORE,Online,11.0,F,20.0,Bronze Plan,1.0
52199,46.0,C2B,Airlines,83.25,SINGAPORE,Online,394.0,F,333.0,Annual Gold Plan,1.0
57736,23.0,C2B,Airlines,6.75,SINGAPORE,Online,10.0,M,27.0,Bronze Plan,1.0
25134,32.0,JZI,Airlines,30.45,FRANCE,Online,51.0,F,87.0,Value Plan,0.0
35412,28.0,JZI,Airlines,6.3,MALAYSIA,Online,25.0,F,18.0,Basic Plan,0.0
35076,65.0,C2B,Airlines,4.63,SINGAPORE,Online,5.0,F,18.5,Silver Plan,1.0
27566,26.0,JZI,Airlines,7.7,THAILAND,Online,50.0,F,22.0,Basic Plan,0.0
32179,29.0,C2B,Airlines,4.25,SINGAPORE,Online,9.0,F,17.0,Bronze Plan,1.0
32193,33.0,C2B,Airlines,7.38,SINGAPORE,Online,11.0,M,29.5,Bronze Plan,1.0
63183,118.0,JWT,Airlines,12.4,INDIA,Online,49.0,M,31.0,Value Plan,0.0
34144,30.0,JZI,Airlines,7.7,THAILAND,Online,41.0,F,22.0,Basic Plan,0.0
51843,40.0,C2B,Airlines,4.0,SINGAPORE,Online,6.0,F,16.0,Bronze Plan,1.0
53347,38.0,C2B,Airlines,5.0,SINGAPORE,Online,7.0,F,20.0,Bronze Plan,1.0
30017,44.0,C2B,Airlines,63.21,SINGAPORE,Online,364.0,M,252.85,Annual Silver Plan,1.0
3770,28.0,C2B,Airlines,46.96,SINGAPORE,Online,367.0,F,187.85,Annual Silver Plan,1.0
60590,59.0,TST,Travel Agency,10.5,MALAYSIA,Offline,16.0,M,30.0,Travel Cruise Protect,0.0
55915,22.0,C2B,Airlines,5.63,SINGAPORE,Online,19.0,M,22.5,Silver Plan,1.0
51148,33.0,C2B,Airlines,11.7,SINGAPORE,Online,7.0,F,46.8,Silver Plan,0.0
47244,44.0,C2B,Airlines,54.0,SINGAPORE,Online,365.0,M,216.0,Annual Silver Plan,1.0
33993,22.0,C2B,Airlines,9.13,SINGAPORE,Online,9.0,M,36.5,Gold Plan,1.0
31009,41.0,JZI,Airlines,9.1,HONG KONG,Online,38.0,F,26.0,Basic Plan,0.0
48812,65.0,C2B,Airlines,57.75,SINGAPORE,Online,109.0,F,231.0,Bronze Plan,1.0
39420,31.0,LWC,Travel Agency,40.95,JAPAN,Online,147.0,F,63.0,Single Trip Travel Protect Gold,1.0
57293,25.0,RAB,Airlines,9.2,BRUNEI DARUSSALAM,Online,85.0,F,23.0,Value Plan,0.0
52593,38.0,C2B,Airlines,5.25,SINGAPORE,Online,10.0,M,21.0,Bronze Plan,1.0
51342,30.0,C2B,Airlines,64.8,SINGAPORE,Online,368.0,M,259.2,Annual Silver Plan,0.0
50776,27.0,C2B,Airlines,14.13,SINGAPORE,Online,74.0,F,56.5,Silver Plan,0.0
47776,19.0,C2B,Airlines,6.0,SINGAPORE,Online,85.0,M,24.0,Bronze Plan,0.0
21702,33.0,C2B,Airlines,4.39,SINGAPORE,Online,6.0,F,17.55,Bronze Plan,0.0
49182,29.0,C2B,Airlines,15.5,SINGAPORE,Online,73.0,F,62.0,Silver Plan,1.0
51797,48.0,KML,Travel Agency,10.64,INDONESIA,Online,27.0,M,28.0,Value Plan,1.0
62542,40.0,JZI,Airlines,9.1,CHINA,Online,18.0,M,26.0,Basic Plan,0.0
62547,54.0,JZI,Airlines,7.7,BANGLADESH,Online,9.0,M,22.0,Basic Plan,0.0
61184,39.0,LWC,Travel Agency,16.25,JAPAN,Online,5.0,M,25.0,Single Trip Travel Protect Gold,0.0
57344,28.0,C2B,Airlines,5.63,SINGAPORE,Online,5.0,M,22.5,Silver Plan,0.0
23778,34.0,C2B,Airlines,7.64,SINGAPORE,Online,7.0,F,30.55,Bronze Plan,0.0
36123,34.0,C2B,Airlines,4.63,SINGAPORE,Online,10.0,F,18.5,Silver Plan,0.0
49193,34.0,C2B,Airlines,54.0,SINGAPORE,Online,382.0,M,216.0,Annual Silver Plan,1.0
22868,32.0,C2B,Airlines,4.39,SINGAPORE,Online,5.0,F,17.55,Bronze Plan,1.0
43683,48.0,C2B,Airlines,26.4,SINGAPORE,Online,100.0,F,105.6,Gold Plan,1.0
38990,52.0,C2B,Airlines,10.5,SINGAPORE,Online,100.0,M,42.0,Silver Plan,1.0
54695,38.0,LWC,Travel Agency,30.55,UNITED KINGDOM,Online,29.0,F,47.0,Single Trip Travel Protect Silver,1.0
29041,62.0,JZI,Airlines,7.7,VIET NAM,Online,42.0,M,22.0,Basic Plan,0.0
32512,30.0,C2B,Airlines,10.38,SINGAPORE,Online,9.0,F,41.5,Silver Plan,0.0
45132,31.0,C2B,Airlines,11.88,SINGAPORE,Online,35.0,F,47.5,Silver Plan,0.0
60050,35.0,C2B,Airlines,67.75,SINGAPORE,Online,110.0,M,271.0,Silver Plan,1.0
55509,44.0,JZI,Airlines,9.1,CHINA,Online,31.0,M,26.0,Basic Plan,0.0
51491,61.0,C2B,Airlines,9.75,SINGAPORE,Online,10.0,M,39.0,Silver Plan,0.0
22689,24.0,C2B,Airlines,74.26,SINGAPORE,Online,105.0,F,297.05,Silver Plan,1.0
62540,54.0,LWC,Travel Agency,27.3,HONG KONG,Online,15.0,F,42.0,Single Trip Travel Protect Platinum,1.0
52196,39.0,C2B,Airlines,54.0,SINGAPORE,Online,365.0,F,216.0,Annual Silver Plan,0.0
26368,30.0,C2B,Airlines,63.21,SINGAPORE,Online,365.0,M,252.85,Annual Silver Plan,1.0
4420,48.0,C2B,Airlines,75.25,SINGAPORE,Online,390.0,F,301.0,Annual Silver Plan,1.0
31213,27.0,C2B,Airlines,6.25,SINGAPORE,Online,8.0,F,25.0,Silver Plan,1.0
36038,34.0,LWC,Travel Agency,16.9,THAILAND,Online,72.0,F,26.0,Single Trip Travel Protect Gold,0.0
38961,38.0,C2B,Airlines,11.75,SINGAPORE,Online,13.0,M,47.0,Bronze Plan,1.0
19352,24.0,C2B,Airlines,63.21,SINGAPORE,Online,366.0,F,252.85,Annual Silver Plan,0.0
56961,36.0,LWC,Travel Agency,17.23,HONG KONG,Online,10.0,F,26.5,Single Trip Travel Protect Silver,0.0
4058,54.0,C2B,Airlines,6.3,SINGAPORE,Online,6.0,M,25.2,Bronze Plan,0.0
51149,26.0,C2B,Airlines,9.75,SINGAPORE,Online,108.0,F,39.0,Silver Plan,0.0
32482,118.0,JWT,Airlines,24.8,INDIA,Online,125.0,F,62.0,Value Plan,0.0
27891,49.0,C2B,Airlines,63.21,SINGAPORE,Online,365.0,M,252.85,Annual Silver Plan,1.0
54514,59.0,C2B,Airlines,9.75,SINGAPORE,Online,28.0,F,39.0,Silver Plan,1.0
33216,29.0,C2B,Airlines,13.38,SINGAPORE,Online,41.0,F,53.5,Bronze Plan,1.0
40913,68.0,C2B,Airlines,70.2,SINGAPORE,Online,375.0,M,280.8,Annual Silver Plan,1.0
53338,32.0,C2B,Airlines,4.0,SINGAPORE,Online,21.0,F,16.0,Bronze Plan,1.0
55366,30.0,C2B,Airlines,6.75,SINGAPORE,Online,13.0,F,27.0,Bronze Plan,1.0
25277,42.0,JZI,Airlines,38.15,UNITED KINGDOM,Online,46.0,M,109.0,Value Plan,0.0
