person_age,person_income,person_emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,loan_status
25.0,138648.0,4,19000.0,13.49,0.14,4.0,672,Rejected
25.0,138974.0,3,4000.0,6.03,0.03,4.0,656,Rejected
22.0,52130.0,1,15000.0,8.49,0.29,2.0,551,Approved
23.0,139053.0,0,24000.0,7.9,0.17,3.0,561,Rejected
22.0,52561.0,0,15000.0,10.99,0.29,2.0,629,Approved
24.0,46461.0,2,15000.0,19.82,0.32,2.0,681,Approved
24.0,139367.0,2,15000.0,6.03,0.11,2.0,557,Rejected
25.0,47016.0,2,15000.0,10.65,0.32,2.0,670,Approved
25.0,138890.0,0,18000.0,7.51,0.13,2.0,662,Rejected
23.0,139164.0,0,5000.0,14.27,0.04,4.0,624,Rejected
25.0,139344.0,5,7000.0,11.01,0.05,4.0,628,Rejected
25.0,139190.0,3,19000.0,13.49,0.14,3.0,616,Rejected
23.0,54938.0,0,15000.0,7.9,0.27,4.0,541,Approved
23.0,139334.0,1,8000.0,8.49,0.06,4.0,607,Rejected
22.0,139341.0,1,12000.0,5.99,0.09,4.0,637,Rejected
23.0,139004.0,0,5600.0,5.42,0.04,3.0,711,Rejected
23.0,138949.0,2,10000.0,10.59,0.07,2.0,687,Rejected
24.0,139108.0,2,35000.0,16.89,0.25,4.0,666,Rejected
25.0,139158.0,0,7600.0,6.99,0.05,4.0,565,Rejected
23.0,55340.0,0,15000.0,7.49,0.27,4.0,649,Approved
22.0,124975.0,4,15000.0,9.63,0.12,4.0,648,Approved
26.0,55192.0,5,15000.0,7.29,0.27,4.0,475,Approved
22.0,54845.0,0,15000.0,10.37,0.27,2.0,526,Approved
23.0,47942.0,4,15000.0,15.28,0.31,3.0,589,Approved
26.0,55208.0,5,15000.0,8.88,0.27,3.0,636,Approved
22.0,139274.0,0,13600.0,7.29,0.1,3.0,653,Rejected
25.0,138951.0,3,20000.0,15.65,0.14,2.0,612,Rejected
25.0,139004.0,1,20000.0,6.91,0.14,2.0,598,Rejected
23.0,55042.0,3,15000.0,11.01,0.27,3.0,625,Approved
25.0,138934.0,1,4000.0,7.88,0.03,4.0,632,Rejected
24.0,138847.0,5,1500.0,6.76,0.01,4.0,595,Rejected
24.0,139080.0,0,10000.0,7.51,0.07,3.0,672,Rejected
25.0,54737.0,3,15000.0,13.48,0.27,2.0,673,Approved
24.0,138911.0,1,8000.0,7.51,0.06,4.0,604,Rejected
26.0,138966.0,8,6000.0,10.75,0.04,2.0,709,Rejected
26.0,47595.0,5,15000.0,16.07,0.32,4.0,553,Approved
26.0,124679.0,5,14000.0,13.57,0.11,4.0,588,Approved
,139177.0,2,8000.0,19.13,0.06,2.0,643,Rejected
23.0,124462.0,1,16750.0,11.01,0.13,2.0,569,Approved
23.0,47803.0,0,15000.0,12.21,0.31,4.0,606,Approved
23.0,54969.0,4,15000.0,12.84,0.27,3.0,652,Approved
23.0,139298.0,3,13000.0,11.83,0.09,4.0,635,Rejected
26.0,138865.0,8,15000.0,12.87,0.11,3.0,652,Rejected
24.0,139391.0,5,15000.0,11.48,0.11,3.0,643,Rejected
25.0,54803.0,1,15000.0,11.01,0.27,3.0,632,Approved
26.0,47721.0,1,15000.0,15.37,0.31,2.0,680,Approved
26.0,138836.0,4,20000.0,13.16,0.14,2.0,534,Rejected
,139019.0,2,25000.0,12.53,0.18,4.0,650,Rejected
21.0,138740.0,0,20000.0,10.83,0.14,4.0,602,Rejected
25.0,47850.0,4,15000.0,12.92,0.31,2.0,645,Approved
25.0,139377.0,4,14000.0,6.62,0.1,3.0,665,Rejected
26.0,138844.0,1,4500.0,11.97,0.03,2.0,670,Rejected
26.0,56983.0,3,15000.0,12.99,0.26,3.0,639,Approved
24.0,139750.0,2,3200.0,16.29,0.02,2.0,600,Rejected
26.0,57355.0,5,15000.0,7.9,0.26,4.0,636,Approved
24.0,139555.0,0,10000.0,7.75,0.07,4.0,665,Rejected
26.0,139848.0,3,9925.0,7.29,0.07,4.0,646,Rejected
20.0,139716.0,0,9625.0,10.74,0.07,3.0,624,Rejected
25.0,139670.0,1,7200.0,7.14,0.05,4.0,616,Rejected
,139647.0,3,12000.0,10.99,0.09,3.0,693,Rejected
24.0,57444.0,1,15000.0,18.64,0.26,4.0,637,Approved
25.0,140553.0,2,35000.0,17.58,0.25,4.0,619,Rejected
23.0,140428.0,1,15825.0,15.62,0.11,4.0,571,Rejected
22.0,140004.0,0,12000.0,10.25,0.09,4.0,647,Rejected
23.0,57600.0,1,15000.0,11.48,0.26,4.0,635,Approved
25.0,37876.0,3,1800.0,8.32,0.05,2.0,653,Rejected
25.0,140300.0,3,19950.0,9.96,0.14,4.0,707,Rejected
23.0,140049.0,1,14000.0,12.99,0.1,2.0,656,Rejected
22.0,40834.0,0,1800.0,5.42,0.04,2.0,638,Rejected
26.0,140421.0,7,20000.0,12.21,0.14,2.0,705,Rejected
,40839.0,0,1800.0,11.99,0.04,4.0,602,Rejected
24.0,32994.0,0,3000.0,10.59,0.09,2.0,632,Rejected
24.0,41235.0,0,1800.0,7.51,0.04,4.0,534,Rejected
21.0,41864.0,0,1800.0,11.49,0.04,4.0,637,Rejected
22.0,141247.0,0,6000.0,8.49,0.04,4.0,629,Rejected
23.0,43040.0,4,1800.0,10.59,0.04,3.0,671,Rejected
23.0,126695.0,0,25000.0,14.11,0.2,2.0,611,Approved
24.0,32828.0,5,9600.0,7.49,0.29,2.0,687,Rejected
24.0,43252.0,4,1800.0,7.14,0.04,2.0,589,Rejected
21.0,32566.0,3,3000.0,14.54,0.09,4.0,625,Rejected
24.0,141568.0,1,10800.0,11.01,0.08,3.0,690,Rejected
26.0,42979.0,2,1800.0,11.36,0.04,3.0,663,Rejected
22.0,141360.0,0,11000.0,6.92,0.08,4.0,632,Rejected
25.0,36923.0,4,1800.0,8.49,0.05,2.0,644,Approved
21.0,141275.0,0,4800.0,14.54,0.03,4.0,577,Rejected
26.0,32281.0,3,8000.0,5.79,0.25,4.0,675,Rejected
26.0,141401.0,4,7200.0,10.74,0.05,4.0,658,Rejected
,141558.0,0,3700.0,10.74,0.03,3.0,583,Rejected
26.0,141216.0,2,6000.0,7.51,0.04,4.0,576,Rejected
26.0,141640.0,2,14400.0,11.01,0.1,3.0,625,Rejected
22.0,108143.0,0,25000.0,12.53,0.23,4.0,701,Approved
23.0,141027.0,0,14000.0,15.68,0.1,4.0,561,Rejected
22.0,32747.0,0,7300.0,13.61,0.22,2.0,552,Rejected
23.0,46200.0,2,1800.0,8.94,0.04,4.0,616,Rejected
22.0,141780.0,0,7500.0,13.24,0.05,2.0,614,Rejected
25.0,140984.0,4,8400.0,7.29,0.06,4.0,643,Rejected
23.0,141899.0,0,15000.0,6.03,0.11,3.0,607,Rejected
24.0,142571.0,3,18000.0,17.04,0.13,3.0,604,Rejected
24.0,142753.0,1,28000.0,7.9,0.2,4.0,687,Rejected
22.0,42129.0,0,1800.0,11.01,0.04,2.0,661,Approved
26.0,142954.0,3,25000.0,7.9,0.17,2.0,636,Rejected
26.0,49159.0,5,1800.0,13.23,0.04,3.0,678,Rejected
24.0,142384.0,2,5000.0,5.42,0.04,2.0,584,Rejected
23.0,109238.0,0,21600.0,11.01,0.2,2.0,610,Approved
21.0,32718.0,0,7500.0,6.62,0.23,4.0,613,Rejected
25.0,142519.0,3,15000.0,7.88,0.11,4.0,498,Rejected
25.0,142531.0,0,25000.0,11.12,0.18,2.0,695,Rejected
23.0,142396.0,0,12000.0,13.11,0.08,3.0,715,Rejected
23.0,57192.0,0,15000.0,12.04,0.26,2.0,613,Approved
21.0,142630.0,2,14000.0,7.88,0.1,3.0,598,Rejected
22.0,32657.0,1,6000.0,6.03,0.18,2.0,655,Rejected
25.0,142749.0,0,2000.0,7.12,0.01,2.0,695,Rejected
25.0,142985.0,3,25000.0,11.49,0.17,3.0,683,Rejected
22.0,58705.0,1,15000.0,15.96,0.26,3.0,642,Approved
25.0,142926.0,0,4900.0,11.01,0.03,2.0,618,Rejected
25.0,142704.0,0,15000.0,10.37,0.11,4.0,666,Rejected
22.0,143196.0,0,15000.0,13.35,0.1,2.0,631,Rejected
24.0,51088.0,0,15000.0,15.27,0.29,3.0,696,Approved
22.0,143948.0,0,35000.0,16.49,0.24,3.0,651,Rejected
22.0,129133.0,1,24000.0,19.69,0.19,2.0,661,Approved
22.0,51667.0,1,15000.0,9.63,0.29,3.0,684,Approved
26.0,58664.0,0,15000.0,11.01,0.26,2.0,564,Approved
23.0,58791.0,0,15000.0,6.91,0.26,2.0,623,Approved
26.0,143949.0,2,9000.0,7.74,0.06,4.0,655,Rejected
26.0,143449.0,2,15000.0,14.42,0.1,2.0,610,Rejected
23.0,144100.0,1,12000.0,7.88,0.08,4.0,592,Rejected
23.0,144360.0,2,24000.0,7.51,0.17,2.0,620,Rejected
24.0,144292.0,6,3500.0,12.18,0.02,2.0,678,Rejected
,32109.0,0,7100.0,7.49,0.22,2.0,669,Rejected
25.0,144715.0,4,10000.0,9.91,0.07,4.0,680,Rejected
25.0,58776.0,7,15000.0,11.01,0.26,2.0,654,Approved
23.0,58682.0,0,15000.0,10.75,0.26,3.0,625,Approved
22.0,58480.0,1,15000.0,7.51,0.26,2.0,645,Approved
21.0,58787.0,0,15000.0,11.48,0.26,3.0,661,Approved
24.0,144671.0,0,10000.0,6.03,0.07,4.0,674,Rejected
26.0,144659.0,5,23000.0,6.62,0.16,3.0,651,Rejected
22.0,58323.0,0,15000.0,11.89,0.26,4.0,537,Approved
24.0,145077.0,3,20000.0,7.9,0.14,4.0,634,Rejected
22.0,145306.0,1,6000.0,8.9,0.04,3.0,638,Rejected
26.0,145157.0,2,25000.0,12.69,0.17,2.0,690,Rejected
23.0,145201.0,0,4400.0,11.71,0.03,3.0,698,Rejected
23.0,59541.0,1,15000.0,11.36,0.25,4.0,549,Approved
,52482.0,0,15000.0,15.57,0.29,3.0,621,Approved
25.0,59994.0,4,15000.0,12.18,0.25,4.0,674,Approved
24.0,60914.0,0,15000.0,6.17,0.25,3.0,632,Rejected
25.0,144798.0,2,3000.0,14.27,0.02,4.0,621,Rejected
22.0,145113.0,0,8000.0,12.69,0.06,2.0,640,Rejected
22.0,145051.0,0,8900.0,11.71,0.06,2.0,642,Rejected
22.0,61077.0,0,15000.0,6.03,0.25,2.0,657,Rejected
25.0,144945.0,1,21000.0,7.9,0.14,2.0,603,Rejected
25.0,144908.0,5,28000.0,7.9,0.19,2.0,637,Rejected
23.0,145226.0,0,2400.0,12.42,0.02,3.0,650,Rejected
25.0,144832.0,4,15000.0,14.65,0.1,4.0,658,Rejected
23.0,130529.0,2,10000.0,11.01,0.08,2.0,751,Approved
26.0,61122.0,6,15000.0,9.91,0.25,3.0,630,Rejected
24.0,60916.0,1,15000.0,13.49,0.25,4.0,614,Rejected
25.0,144676.0,3,10000.0,6.62,0.07,3.0,629,Rejected
24.0,32000.0,4,3250.0,15.99,0.1,4.0,629,Rejected
23.0,145164.0,0,10000.0,9.91,0.07,3.0,692,Rejected
23.0,144865.0,0,4000.0,10.65,0.03,2.0,582,Rejected
22.0,31948.0,0,6250.0,12.69,0.2,2.0,619,Rejected
23.0,144983.0,0,5000.0,8.9,0.03,4.0,610,Rejected
24.0,144896.0,3,7000.0,15.62,0.05,2.0,679,Rejected
25.0,145021.0,2,5000.0,8.49,0.03,3.0,643,Rejected
26.0,144997.0,4,5600.0,13.49,0.04,3.0,532,Rejected
23.0,144991.0,3,8500.0,5.42,0.06,4.0,613,Rejected
22.0,54021.0,0,15000.0,11.11,0.28,3.0,530,Approved
23.0,144909.0,0,30000.0,11.49,0.21,4.0,625,Rejected
22.0,145050.0,2,16800.0,15.62,0.12,4.0,677,Rejected
26.0,144627.0,0,10000.0,5.99,0.07,4.0,604,Rejected
,61479.0,4,15000.0,10.37,0.24,3.0,666,Rejected
24.0,144867.0,0,8575.0,11.01,0.06,3.0,666,Rejected
24.0,111373.0,2,10000.0,19.29,0.09,2.0,651,Approved
26.0,130578.0,1,15000.0,11.49,0.11,3.0,583,Approved
25.0,144752.0,3,21000.0,13.49,0.15,4.0,606,Rejected
23.0,145015.0,4,12000.0,5.42,0.08,3.0,651,Rejected
25.0,144773.0,5,10000.0,20.0,0.07,4.0,650,Rejected
22.0,145414.0,1,5000.0,14.79,0.03,2.0,652,Rejected
24.0,144832.0,2,20000.0,9.99,0.14,4.0,543,Rejected
24.0,145223.0,4,5275.0,5.42,0.04,4.0,569,Rejected
23.0,144872.0,1,6000.0,6.99,0.04,3.0,634,Rejected
23.0,60618.0,1,15000.0,13.61,0.25,3.0,608,Rejected
22.0,145075.0,2,12000.0,7.49,0.08,4.0,669,Rejected
24.0,145335.0,2,16000.0,6.99,0.11,4.0,666,Rejected
,61197.0,0,15000.0,7.88,0.25,4.0,562,Rejected
24.0,111217.0,3,5000.0,15.99,0.04,2.0,701,Approved
23.0,145073.0,1,6000.0,9.99,0.04,3.0,654,Rejected
25.0,53785.0,1,15000.0,14.59,0.28,4.0,630,Approved
24.0,60953.0,2,15000.0,11.36,0.25,2.0,699,Rejected
24.0,145110.0,1,4800.0,5.99,0.03,4.0,681,Rejected
24.0,144916.0,2,20000.0,12.99,0.14,2.0,683,Rejected
23.0,144831.0,2,3600.0,10.59,0.02,4.0,646,Rejected
22.0,145016.0,0,22000.0,7.49,0.15,3.0,572,Rejected
23.0,145205.0,2,3750.0,5.42,0.03,3.0,653,Rejected
26.0,145343.0,3,13000.0,10.99,0.09,2.0,594,Rejected
25.0,144952.0,4,14500.0,7.49,0.1,4.0,611,Rejected
26.0,144866.0,1,5000.0,13.49,0.03,2.0,603,Rejected
26.0,145191.0,0,8000.0,7.29,0.06,2.0,696,Rejected
25.0,144934.0,3,10000.0,5.42,0.07,4.0,622,Rejected
26.0,60922.0,2,15000.0,13.72,0.25,4.0,612,Rejected
,60763.0,0,15000.0,15.05,0.25,2.0,652,Rejected
23.0,145068.0,0,15000.0,11.01,0.1,4.0,530,Rejected
23.0,144777.0,3,18225.0,11.01,0.13,3.0,650,Rejected
24.0,144929.0,2,14000.0,10.74,0.1,3.0,675,Rejected
22.0,54569.0,0,15000.0,10.37,0.27,3.0,674,Approved
26.0,61701.0,2,15000.0,10.75,0.24,2.0,679,Rejected
25.0,144763.0,0,28000.0,10.74,0.19,3.0,553,Rejected
25.0,61378.0,5,15000.0,11.14,0.24,4.0,559,Rejected
25.0,145283.0,4,10000.0,10.37,0.07,3.0,647,Rejected
26.0,145273.0,5,10000.0,5.42,0.07,2.0,527,Rejected
26.0,145115.0,2,6000.0,11.01,0.04,2.0,666,Rejected
22.0,144881.0,0,17400.0,7.66,0.12,2.0,614,Rejected
22.0,62142.0,0,15000.0,11.11,0.24,4.0,650,Rejected
23.0,144993.0,0,6000.0,13.06,0.04,4.0,634,Rejected
25.0,31166.0,1,6000.0,7.51,0.19,2.0,579,Rejected
24.0,62135.0,0,15000.0,11.12,0.24,3.0,605,Rejected
23.0,144822.0,0,24250.0,16.02,0.17,4.0,641,Rejected
25.0,62260.0,2,15000.0,13.48,0.24,4.0,546,Rejected
23.0,145156.0,0,16000.0,10.37,0.11,3.0,651,Rejected
24.0,144896.0,3,15000.0,15.28,0.1,3.0,578,Rejected
25.0,145087.0,3,10000.0,11.01,0.07,2.0,554,Rejected
25.0,145172.0,1,13000.0,9.99,0.09,4.0,662,Rejected
26.0,145005.0,2,25000.0,11.01,0.17,3.0,619,Rejected
26.0,111211.0,1,10000.0,16.32,0.09,4.0,653,Approved
24.0,62598.0,1,15000.0,8.49,0.24,2.0,682,Rejected
22.0,31081.0,0,5000.0,6.03,0.16,2.0,566,Rejected
,30646.0,3,8500.0,6.03,0.28,2.0,522,Rejected
24.0,63045.0,2,15000.0,13.22,0.24,3.0,578,Rejected
26.0,144953.0,3,10000.0,5.42,0.07,4.0,504,Rejected
24.0,144853.0,0,8400.0,13.72,0.06,2.0,680,Rejected
23.0,56373.0,0,15000.0,16.0,0.27,4.0,611,Approved
23.0,62976.0,0,15000.0,14.26,0.24,3.0,642,Rejected
24.0,144821.0,0,25000.0,15.2,0.17,3.0,553,Rejected
25.0,63615.0,4,15000.0,12.18,0.24,4.0,626,Rejected
25.0,145074.0,2,25000.0,13.72,0.17,3.0,542,Rejected
25.0,145186.0,6,4000.0,5.42,0.03,3.0,653,Rejected
22.0,64093.0,0,15000.0,10.37,0.23,3.0,670,Rejected
,145146.0,2,9500.0,5.42,0.07,2.0,679,Rejected
23.0,130858.0,1,4000.0,11.01,0.03,2.0,567,Approved
23.0,144740.0,0,14000.0,11.01,0.1,3.0,619,Rejected
24.0,145118.0,3,3000.0,6.39,0.02,3.0,630,Rejected
23.0,144823.0,2,10000.0,11.01,0.07,2.0,672,Rejected
23.0,144826.0,0,6000.0,6.76,0.04,3.0,610,Rejected
23.0,144890.0,3,8000.0,13.61,0.06,2.0,554,Rejected
24.0,111068.0,3,15000.0,16.32,0.14,2.0,618,Approved
22.0,64206.0,0,15000.0,10.74,0.23,2.0,604,Rejected
26.0,144948.0,2,4600.0,6.39,0.03,2.0,699,Rejected
23.0,144913.0,2,10000.0,7.88,0.07,2.0,650,Rejected
26.0,144812.0,8,4000.0,7.14,0.03,3.0,646,Rejected
24.0,28491.0,0,1600.0,11.01,0.06,2.0,668,Rejected
23.0,144676.0,1,10000.0,7.51,0.07,3.0,582,Rejected
23.0,145005.0,3,4900.0,7.14,0.03,4.0,714,Rejected
24.0,28930.0,1,1600.0,7.68,0.06,2.0,695,Rejected
25.0,30788.0,2,1600.0,9.99,0.05,3.0,573,Rejected
24.0,145402.0,2,12000.0,7.51,0.08,3.0,652,Rejected
25.0,30891.0,7,1600.0,12.98,0.05,3.0,667,Rejected
,30925.0,1,1600.0,12.53,0.05,3.0,601,Rejected
26.0,31270.0,4,1600.0,11.01,0.05,2.0,597,Rejected
23.0,32444.0,3,1600.0,16.29,0.05,3.0,672,Approved
25.0,145186.0,2,6000.0,6.76,0.04,3.0,685,Rejected
26.0,144992.0,2,10000.0,14.59,0.07,2.0,631,Rejected
22.0,33426.0,0,1600.0,11.12,0.05,2.0,645,Rejected
22.0,34358.0,2,1600.0,6.39,0.05,4.0,678,Rejected
25.0,35569.0,3,1600.0,6.62,0.04,2.0,581,Rejected
23.0,36082.0,2,1600.0,10.83,0.04,4.0,644,Rejected
26.0,144886.0,4,10000.0,12.73,0.07,3.0,697,Rejected
26.0,145625.0,0,15000.0,13.11,0.1,4.0,645,Rejected
25.0,36850.0,6,1600.0,16.29,0.04,3.0,650,Rejected
24.0,110882.0,1,16000.0,14.22,0.14,4.0,633,Approved
21.0,145072.0,0,15000.0,10.25,0.1,2.0,694,Rejected
22.0,38216.0,0,1600.0,9.32,0.04,3.0,627,Rejected
,145125.0,1,20000.0,13.85,0.14,3.0,586,Rejected
23.0,145030.0,1,25000.0,15.31,0.17,3.0,616,Rejected
24.0,144839.0,0,21000.0,14.26,0.14,2.0,598,Rejected
25.0,31124.0,1,17500.0,14.22,0.56,2.0,606,Rejected
26.0,31013.0,4,5000.0,9.88,0.16,3.0,555,Rejected
23.0,35912.0,1,1600.0,7.88,0.04,3.0,573,Approved
24.0,46079.0,1,1600.0,11.03,0.03,3.0,665,Rejected
26.0,39524.0,2,1600.0,14.46,0.04,3.0,688,Approved
23.0,144840.0,0,14000.0,8.94,0.1,3.0,547,Rejected
25.0,31154.0,1,2000.0,10.99,0.06,3.0,676,Rejected
22.0,31191.0,0,13000.0,7.88,0.42,3.0,735,Rejected
23.0,145172.0,3,17000.0,8.94,0.12,2.0,706,Rejected
,40179.0,3,1600.0,13.98,0.04,3.0,625,Approved
,145083.0,4,20000.0,11.01,0.14,2.0,645,Rejected
22.0,145214.0,0,18000.0,8.94,0.12,3.0,640,Rejected
26.0,144876.0,0,16000.0,8.94,0.11,2.0,623,Rejected
22.0,145112.0,0,9600.0,13.22,0.07,4.0,673,Rejected
26.0,145063.0,4,20000.0,17.74,0.14,3.0,633,Rejected
24.0,144910.0,2,16000.0,11.01,0.11,3.0,595,Rejected
24.0,145043.0,3,25000.0,18.53,0.17,2.0,668,Rejected
23.0,31187.0,0,8000.0,8.59,0.26,3.0,622,Rejected
26.0,145009.0,1,20000.0,13.79,0.14,4.0,717,Rejected
23.0,54974.0,2,1600.0,10.08,0.03,4.0,652,Rejected
23.0,58767.0,4,1600.0,13.98,0.03,3.0,577,Rejected
24.0,145063.0,2,15200.0,12.21,0.1,2.0,538,Rejected
22.0,58612.0,2,1600.0,14.26,0.03,4.0,624,Rejected
23.0,130735.0,2,18000.0,11.26,0.14,2.0,612,Approved
23.0,65464.0,3,1600.0,12.42,0.02,4.0,642,Rejected
23.0,145333.0,0,20000.0,12.21,0.14,3.0,697,Rejected
24.0,144975.0,2,16000.0,9.63,0.11,2.0,567,Rejected
21.0,62027.0,0,1600.0,15.62,0.03,4.0,629,Approved
23.0,72824.0,0,1600.0,13.99,0.02,4.0,626,Rejected
24.0,144837.0,3,2500.0,11.01,0.02,3.0,608,Rejected
21.0,65590.0,0,1600.0,14.96,0.02,4.0,710,Approved
24.0,75402.0,5,1600.0,13.85,0.02,4.0,644,Rejected
25.0,145342.0,1,20000.0,11.14,0.14,4.0,613,Rejected
24.0,130453.0,1,25000.0,13.99,0.19,2.0,658,Approved
26.0,145269.0,2,25000.0,15.76,0.17,4.0,602,Rejected
23.0,145307.0,4,23000.0,11.03,0.16,2.0,693,Rejected
26.0,145055.0,3,25000.0,9.76,0.17,3.0,597,Rejected
24.0,144766.0,1,9500.0,11.66,0.07,2.0,565,Rejected
25.0,144870.0,2,3000.0,10.14,0.02,3.0,625,Rejected
23.0,85059.0,0,1600.0,11.14,0.02,4.0,549,Rejected
22.0,99292.0,0,1600.0,11.89,0.02,2.0,659,Rejected
,31037.0,0,13000.0,8.88,0.42,4.0,663,Rejected
24.0,145176.0,1,12000.0,11.01,0.08,4.0,687,Rejected
25.0,16494.0,2,1550.0,15.27,0.09,2.0,646,Approved
22.0,145790.0,0,20000.0,14.96,0.14,2.0,690,Rejected
21.0,31426.0,3,5000.0,7.51,0.16,2.0,607,Rejected
22.0,42329.0,1,1550.0,15.21,0.04,3.0,610,Rejected
25.0,146433.0,1,15000.0,13.11,0.1,4.0,619,Rejected
26.0,33481.0,0,1525.0,15.23,0.05,3.0,645,Rejected
25.0,146210.0,6,13600.0,11.99,0.09,2.0,571,Rejected
25.0,146223.0,3,13000.0,11.01,0.09,2.0,669,Rejected
23.0,146357.0,2,3600.0,5.79,0.02,4.0,676,Rejected
24.0,146097.0,1,20400.0,10.75,0.14,2.0,708,Rejected
22.0,15170.0,2,1500.0,6.99,0.1,2.0,647,Rejected
25.0,146028.0,3,3600.0,11.83,0.02,3.0,665,Rejected
23.0,30690.0,0,2600.0,11.86,0.08,4.0,663,Rejected
23.0,17716.0,0,1500.0,11.01,0.08,4.0,580,Rejected
21.0,146169.0,0,7750.0,11.01,0.05,4.0,564,Rejected
23.0,17618.0,2,1500.0,8.88,0.09,2.0,660,Rejected
25.0,147236.0,0,15000.0,10.37,0.1,3.0,665,Rejected
22.0,30713.0,3,4525.0,7.51,0.15,4.0,524,Rejected
25.0,18224.0,4,1500.0,12.99,0.08,2.0,663,Approved
23.0,147297.0,1,16000.0,13.49,0.11,2.0,671,Rejected
25.0,31196.0,4,9000.0,11.01,0.29,3.0,668,Rejected
25.0,133249.0,3,12000.0,15.99,0.09,3.0,624,Approved
22.0,30846.0,1,5000.0,11.89,0.16,2.0,654,Rejected
22.0,147405.0,2,6000.0,6.92,0.04,2.0,656,Rejected
25.0,147321.0,2,35000.0,13.8,0.24,3.0,613,Rejected
23.0,147356.0,0,12000.0,7.29,0.08,3.0,664,Rejected
22.0,30385.0,0,10000.0,11.01,0.33,2.0,645,Rejected
26.0,147841.0,5,4800.0,11.01,0.03,3.0,676,Rejected
22.0,30503.0,0,4750.0,10.0,0.16,4.0,657,Rejected
25.0,147434.0,1,20000.0,13.23,0.14,4.0,605,Rejected
26.0,18402.0,5,1500.0,9.25,0.08,4.0,683,Rejected
21.0,19800.0,0,1500.0,11.86,0.08,2.0,621,Rejected
26.0,147568.0,4,6000.0,7.51,0.04,2.0,508,Rejected
25.0,147412.0,1,10000.0,13.57,0.07,4.0,596,Rejected
25.0,147096.0,3,10000.0,8.94,0.07,4.0,554,Rejected
21.0,20031.0,0,1500.0,11.01,0.07,3.0,666,Rejected
23.0,147360.0,2,11200.0,10.99,0.08,3.0,668,Rejected
25.0,20868.0,0,1500.0,6.91,0.07,4.0,574,Rejected
21.0,21078.0,0,1500.0,18.64,0.07,2.0,580,Approved
,113578.0,2,8475.0,12.99,0.07,4.0,643,Approved
22.0,22425.0,0,1500.0,18.64,0.07,2.0,626,Approved
24.0,148216.0,4,8000.0,12.68,0.05,4.0,673,Rejected
22.0,148689.0,0,7000.0,7.51,0.05,4.0,629,Rejected
24.0,148677.0,1,4750.0,10.99,0.03,3.0,599,Rejected
21.0,22662.0,1,1500.0,12.61,0.07,2.0,671,Rejected
26.0,22862.0,2,1500.0,11.36,0.07,2.0,639,Rejected
21.0,22724.0,0,1500.0,12.87,0.07,4.0,636,Rejected
26.0,135098.0,3,25000.0,15.31,0.19,3.0,652,Approved
26.0,149810.0,3,2000.0,5.42,0.01,4.0,703,Rejected
25.0,149973.0,0,10000.0,6.54,0.07,3.0,644,Rejected
23.0,149477.0,1,16000.0,6.03,0.11,4.0,689,Rejected
21.0,22563.0,0,1500.0,12.18,0.07,4.0,665,Approved
26.0,23273.0,6,1500.0,5.42,0.06,4.0,601,Rejected
25.0,149623.0,4,2000.0,11.01,0.01,4.0,697,Rejected
24.0,149887.0,0,12000.0,10.36,0.08,4.0,661,Rejected
22.0,29692.0,0,8000.0,7.51,0.27,3.0,673,Rejected
23.0,29740.0,1,12000.0,11.01,0.4,4.0,667,Rejected
22.0,150077.0,0,11000.0,11.01,0.07,3.0,590,Rejected
26.0,135352.0,2,20000.0,12.53,0.15,4.0,677,Approved
22.0,23799.0,0,1500.0,11.01,0.06,3.0,647,Approved
26.0,150185.0,7,6000.0,10.62,0.04,2.0,533,Rejected
26.0,150801.0,4,15000.0,7.29,0.1,3.0,667,Rejected
23.0,150715.0,1,5000.0,6.62,0.03,3.0,659,Rejected
23.0,150769.0,3,28000.0,11.01,0.19,2.0,536,Rejected
21.0,136356.0,0,16000.0,13.48,0.12,2.0,602,Approved
23.0,150836.0,3,14400.0,11.01,0.1,2.0,597,Rejected
23.0,29501.0,1,6000.0,15.23,0.2,2.0,612,Rejected
23.0,29962.0,0,5000.0,7.49,0.17,2.0,641,Rejected
23.0,151219.0,2,35000.0,8.9,0.23,4.0,561,Rejected
25.0,151045.0,4,20000.0,11.71,0.13,4.0,655,Rejected
25.0,151139.0,5,15000.0,7.9,0.1,3.0,670,Rejected
23.0,24983.0,3,1500.0,9.62,0.06,3.0,670,Rejected
25.0,29519.0,2,6000.0,5.42,0.2,3.0,632,Rejected
25.0,151034.0,2,30000.0,14.27,0.2,4.0,675,Rejected
24.0,24996.0,6,1500.0,13.35,0.06,4.0,694,Rejected
22.0,26451.0,1,1500.0,11.86,0.06,2.0,616,Rejected
25.0,150990.0,1,12000.0,9.91,0.08,3.0,650,Rejected
22.0,30072.0,0,4200.0,15.62,0.14,2.0,663,Rejected
24.0,28633.0,0,1500.0,7.68,0.05,2.0,621,Rejected
22.0,29616.0,3,1500.0,18.79,0.05,3.0,635,Approved
21.0,29934.0,0,1500.0,11.01,0.05,3.0,504,Rejected
24.0,29813.0,4,1500.0,11.01,0.05,3.0,699,Rejected
24.0,151085.0,1,28000.0,9.91,0.19,3.0,683,Rejected
26.0,29986.0,0,1500.0,14.54,0.05,4.0,659,Approved
23.0,29624.0,0,1500.0,11.49,0.05,2.0,585,Rejected
