ID,Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
W9423,14.0,63,13.5,32.0,partly cloudy,1012.13,1,Winter,5.5,coastal,Cloudy
W3867,60.0,104,24.5,78.0,overcast,996.49,9,Winter,1.5,inland,Rainy
W8180,-6.0,77,14.0,58.0,partly cloudy,984.59,1,Winter,3.5,mountain,Snowy
W1828,26.0,68,9.5,18.0,partly cloudy,1014.65,5,Autumn,8.0,mountain,Sunny
W11276,56.0,86,14.5,97.0,partly cloudy,1028.92,9,Summer,4.5,mountain,Sunny
W12819,2.0,93,2.5,73.0,overcast,990.23,5,Winter,2.5,mountain,Snowy
W252,-4.0,64,1.0,85.0,overcast,993.69,1,Winter,1.5,inland,Snowy
W11294,13.0,106,1.5,108.0,partly cloudy,1016.67,2,Summer,4.0,mountain,Cloudy
W4066,17.0,60,9.5,25.0,overcast,1012.99,2,Summer,8.5,inland,Cloudy
W5073,15.0,53,4.5,13.0,partly cloudy,1008.33,2,Autumn,9.0,coastal,Cloudy
W8818,19.0,22,0.5,75.0,partly cloudy,1191.94,12,Spring,9.0,coastal,Cloudy
W10202,20.0,62,13.0,86.0,overcast,996.13,0,Autumn,4.0,coastal,Rainy
W5477,-14.0,85,25.0,92.0,overcast,987.59,8,Winter,3.5,inland,Snowy
W3919,-7.0,78,17.0,80.0,overcast,995.95,1,Winter,4.5,mountain,Snowy
W12211,37.0,34,2.0,1.0,partly cloudy,1013.31,5,Summer,8.0,mountain,Sunny
W9119,32.0,77,8.0,36.0,partly cloudy,1000.35,1,Spring,7.5,mountain,Cloudy
W4652,44.0,67,6.5,12.0,partly cloudy,1013.97,10,Spring,8.0,inland,Sunny
W7472,-10.0,75,8.0,57.0,partly cloudy,982.28,1,Winter,3.5,mountain,Snowy
W11634,3.0,68,2.5,93.0,overcast,983.14,1,Winter,1.0,inland,Snowy
W12454,15.0,67,11.0,65.0,overcast,1006.82,1,Summer,2.5,coastal,Rainy
W5809,34.0,99,16.0,75.0,overcast,999.36,1,Autumn,2.0,coastal,Rainy
W7074,35.0,50,8.5,11.0,clear,1016.88,10,Summer,10.0,coastal,Sunny
W2473,12.0,64,1.5,21.0,overcast,1008.37,4,Spring,5.5,coastal,Cloudy
W2806,35.0,62,1.0,6.0,clear,1025.0,10,Spring,5.5,coastal,Sunny
W6196,18.0,60,12.5,49.0,partly cloudy,1014.48,4,Winter,8.5,inland,Cloudy
W11874,-2.0,96,1.0,91.0,overcast,990.89,0,Winter,3.5,mountain,Snowy
W3905,22.0,53,11.0,39.0,partly cloudy,1007.42,3,Winter,8.0,coastal,Cloudy
W4129,23.0,36,7.5,11.0,partly cloudy,1026.31,5,Autumn,8.0,inland,Sunny
W12590,-1.0,95,18.5,70.0,overcast,993.38,1,Winter,4.0,inland,Snowy
W11302,28.0,67,3.5,25.0,partly cloudy,1015.6,1,Autumn,6.5,mountain,Cloudy
W9337,20.0,76,16.5,68.0,overcast,1000.91,2,Autumn,5.0,coastal,Rainy
W10197,-20.0,38,8.0,61.0,partly cloudy,984.6,14,Spring,15.0,mountain,Cloudy
W7068,17.0,65,5.5,16.0,overcast,1001.2,4,Winter,6.5,coastal,Cloudy
W2933,31.0,75,8.0,80.0,partly cloudy,1026.17,9,Summer,8.0,mountain,Sunny
W3958,10.0,59,13.0,40.0,overcast,1019.43,4,Spring,7.0,coastal,Cloudy
W1632,39.0,63,1.5,15.0,clear,1027.49,10,Spring,9.5,mountain,Sunny
W2378,30.0,77,6.0,85.0,partly cloudy,1000.86,2,Summer,3.5,inland,Rainy
W7699,31.0,98,11.0,51.0,overcast,995.61,3,Autumn,2.0,mountain,Rainy
W479,22.0,47,2.5,1.0,clear,1025.67,7,Autumn,8.5,mountain,Sunny
W3112,-6.0,99,2.5,83.0,partly cloudy,985.79,1,Winter,3.0,mountain,Snowy
W8865,2.0,91,16.5,63.0,overcast,980.67,0,Winter,1.5,mountain,Snowy
W1654,28.0,69,8.5,83.0,partly cloudy,1012.89,2,Summer,1.0,inland,Rainy
W2151,20.0,51,12.5,45.0,partly cloudy,1019.45,2,Winter,6.0,mountain,Cloudy
W7105,23.0,89,15.5,100.0,clear,1021.18,13,Winter,3.5,coastal,Sunny
W641,2.0,95,10.5,50.0,partly cloudy,995.71,0,Winter,5.0,mountain,Snowy
W1770,32.0,40,3.0,29.0,partly cloudy,1035.69,9,Summer,8.0,mountain,Snowy
W5286,30.0,99,14.0,96.0,overcast,1000.84,2,Summer,3.0,mountain,Rainy
W9482,31.0,69,3.5,12.0,partly cloudy,1003.66,1,Autumn,7.0,coastal,Cloudy
W11865,19.0,61,13.5,22.0,partly cloudy,1008.57,3,Spring,8.0,inland,Cloudy
W7292,81.0,76,6.5,80.0,clear,1029.69,1,Summer,8.0,coastal,Sunny
W3515,33.0,36,9.0,0.0,partly cloudy,1020.17,11,Summer,9.5,inland,Sunny
W3014,22.0,66,3.0,30.0,overcast,1003.22,2,Autumn,6.5,coastal,Cloudy
W8387,-11.0,95,33.5,88.0,overcast,993.34,10,Winter,1.5,mountain,Snowy
W3581,4.0,97,4.5,77.0,overcast,990.82,1,Winter,2.5,inland,Snowy
W966,-4.0,91,7.5,66.0,overcast,986.45,1,Winter,2.0,mountain,Snowy
W5841,27.0,63,11.5,53.0,overcast,1019.38,3,Winter,3.5,inland,Rainy
W6007,-2.0,85,8.5,85.0,overcast,984.09,1,Winter,4.5,inland,Snowy
W9955,25.0,30,9.0,8.0,clear,1014.78,8,Winter,9.0,inland,Sunny
W5122,0.0,81,1.5,96.0,overcast,983.5,1,Winter,1.5,inland,Snowy
W8158,-16.0,58,10.0,36.0,cloudy,1004.13,14,Autumn,17.5,inland,Cloudy
W6519,4.0,69,14.0,90.0,overcast,984.42,0,Winter,3.5,inland,Snowy
W3200,14.0,63,12.5,16.0,partly cloudy,1003.65,3,Winter,7.5,coastal,Cloudy
W9529,-1.0,61,7.5,89.0,overcast,994.64,1,Winter,2.5,inland,Snowy
W7233,-2.0,71,14.0,54.0,overcast,995.04,1,Winter,2.0,mountain,Snowy
W3986,-4.0,92,19.0,94.0,overcast,987.54,1,Winter,2.5,inland,Snowy
W10630,39.0,57,8.5,0.0,clear,1027.85,9,Spring,9.0,mountain,Sunny
W12566,-6.0,74,0.0,55.0,overcast,991.0,1,Winter,3.0,inland,Snowy
W1821,5.0,79,27.0,93.0,overcast,988.84,2,Winter,2.0,inland,Snowy
W1076,23.0,78,17.5,54.0,overcast,990.24,2,Summer,4.0,mountain,Rainy
W7938,33.0,48,1.5,6.0,clear,1017.2,10,Autumn,6.0,inland,Sunny
W8143,-3.0,95,0.5,85.0,overcast,988.56,1,Winter,1.5,inland,Snowy
W1339,6.0,81,2.5,109.0,overcast,994.04,14,Winter,2.5,inland,Snowy
W11854,-8.0,61,3.5,63.0,overcast,990.21,0,Winter,4.0,mountain,Snowy
W7073,33.0,95,6.5,75.0,partly cloudy,1007.64,2,Spring,4.5,mountain,Rainy
W4150,26.0,37,0.5,13.0,clear,1018.5,6,Winter,7.5,inland,Sunny
W8341,31.0,95,16.0,62.0,partly cloudy,1017.8,1,Spring,1.5,inland,Rainy
W5451,52.0,71,9.5,81.0,partly cloudy,1008.58,3,Winter,3.0,mountain,Cloudy
W2990,33.0,31,9.5,56.0,partly cloudy,1062.27,0,Summer,16.5,coastal,Rainy
W6045,13.0,96,7.0,50.0,partly cloudy,1012.72,2,Winter,3.0,coastal,Rainy
W8799,0.0,73,11.0,99.0,partly cloudy,997.11,1,Winter,4.0,mountain,Snowy
W9722,1.0,92,3.0,93.0,partly cloudy,982.11,0,Winter,3.0,inland,Snowy
W9139,26.0,87,16.0,95.0,overcast,990.11,2,Summer,3.5,coastal,Rainy
W7850,22.0,72,11.0,18.0,overcast,1015.53,3,Winter,8.5,coastal,Cloudy
W4640,1.0,89,5.0,93.0,partly cloudy,997.29,0,Winter,4.5,inland,Snowy
W4028,30.0,71,2.0,15.0,overcast,1013.8,4,Spring,7.0,coastal,Cloudy
W5463,-6.0,78,5.0,64.0,overcast,986.38,1,Winter,1.5,inland,Snowy
W3199,3.0,91,16.0,88.0,overcast,981.77,0,Winter,2.5,mountain,Snowy
W1474,44.0,45,3.5,14.0,partly cloudy,1024.65,7,Spring,8.0,mountain,Sunny
W12601,60.0,81,11.0,102.0,clear,1018.32,7,Autumn,12.0,coastal,Sunny
W11922,-9.0,82,14.0,74.0,overcast,987.92,0,Winter,4.0,inland,Snowy
W6749,13.0,93,8.0,64.0,partly cloudy,990.97,0,Spring,1.5,inland,Rainy
W6605,-4.0,79,14.5,83.0,partly cloudy,985.67,1,Winter,2.0,inland,Snowy
W2815,-9.0,72,7.5,81.0,overcast,996.77,1,Winter,3.0,inland,Snowy
W1183,21.0,32,2.5,3.0,clear,1026.93,6,Spring,5.5,mountain,Sunny
W3438,-8.0,81,10.0,75.0,overcast,991.05,8,Winter,1.0,inland,Snowy
W3407,25.0,63,4.0,0.0,clear,1022.5,6,Spring,9.5,inland,Sunny
W9316,22.0,30,3.5,14.0,clear,1013.31,10,Autumn,7.5,inland,Sunny
W2298,-7.0,94,2.0,94.0,partly cloudy,982.84,0,Winter,3.5,mountain,Snowy
W427,32.0,68,6.0,1.0,clear,1016.28,10,Spring,9.5,mountain,Sunny
W2012,11.0,53,1.5,37.0,partly cloudy,1002.88,1,Winter,5.5,mountain,Cloudy
W3918,30.0,82,9.5,99.0,partly cloudy,1008.27,1,Spring,2.0,inland,Rainy
W932,-19.0,59,4.0,11.0,overcast,1022.41,1,Autumn,19.0,mountain,Snowy
W12649,33.0,77,5.0,47.0,partly cloudy,1006.27,3,Autumn,5.0,coastal,Cloudy
W7731,20.0,64,5.5,35.0,overcast,1019.89,2,Summer,8.5,coastal,Cloudy
W8452,23.0,91,3.0,82.0,overcast,1001.42,11,Winter,4.0,mountain,Cloudy
W957,34.0,63,19.0,61.0,overcast,1001.99,3,Autumn,3.0,inland,Rainy
W511,43.0,60,3.5,2.0,clear,1011.03,8,Spring,7.5,mountain,Sunny
W3433,4.0,69,8.5,75.0,overcast,998.4,0,Winter,4.0,mountain,Snowy
W3815,21.0,67,8.0,6.0,partly cloudy,1026.98,9,Autumn,7.5,coastal,Sunny
W4582,77.0,82,11.0,94.0,clear,1025.27,2,Spring,6.5,coastal,Sunny
W980,24.0,83,15.5,89.0,overcast,1017.03,1,Summer,3.5,mountain,Rainy
W5048,-8.0,77,0.0,62.0,overcast,990.86,0,Winter,4.5,inland,Snowy
W8561,2.0,85,16.0,59.0,overcast,988.47,1,Winter,2.0,inland,Snowy
W9385,38.0,62,2.5,10.0,clear,1023.64,11,Summer,6.0,mountain,Sunny
W10243,14.0,56,8.5,27.0,overcast,1006.47,2,Autumn,6.5,mountain,Cloudy
W4977,23.0,91,15.0,69.0,overcast,1019.6,1,Winter,4.5,inland,Rainy
W1258,16.0,97,12.0,89.0,partly cloudy,1002.71,2,Autumn,3.0,inland,Rainy
W5154,-6.0,62,17.5,94.0,overcast,990.21,0,Winter,2.0,inland,Snowy
W714,23.0,83,9.5,90.0,overcast,1010.97,3,Winter,3.5,inland,Rainy
W5104,30.0,37,7.5,1.0,clear,1011.99,9,Spring,9.5,mountain,Sunny
W11026,20.0,69,5.0,23.0,overcast,1009.27,2,Spring,7.0,inland,Cloudy
W10887,21.0,73,4.0,41.0,overcast,1002.3,4,Summer,6.0,inland,Cloudy
W12039,18.0,60,3.5,16.0,partly cloudy,1000.61,3,Autumn,8.5,inland,Cloudy
W5550,17.0,54,4.5,13.0,partly cloudy,1016.31,4,Spring,5.0,inland,Cloudy
W2996,21.0,91,12.5,81.0,partly cloudy,1000.03,3,Spring,2.0,coastal,Rainy
W7750,30.0,58,2.0,18.0,clear,1029.24,5,Spring,9.5,coastal,Sunny
W12982,-5.0,80,6.0,94.0,overcast,994.61,1,Winter,3.0,mountain,Snowy
W3373,20.0,75,13.0,32.0,partly cloudy,1002.16,3,Summer,8.0,inland,Cloudy
W3272,30.0,50,1.0,15.0,overcast,1007.28,1,Summer,6.5,coastal,Cloudy
W10688,33.0,58,3.5,14.0,clear,1028.32,5,Summer,9.0,inland,Sunny
W5321,22.0,31,8.5,1.0,clear,1015.9,8,Spring,5.5,coastal,Sunny
W2896,17.0,60,20.0,57.0,overcast,1000.27,1,Winter,3.5,inland,Rainy
W4770,23.0,94,27.5,91.0,overcast,1002.5,2,Spring,1.5,inland,Rainy
W8894,16.0,72,15.5,68.0,overcast,990.66,3,Spring,3.0,inland,Rainy
W2202,24.0,78,13.0,89.0,overcast,1011.2,1,Spring,4.5,mountain,Rainy
W6003,32.0,63,12.5,57.0,overcast,1004.74,3,Winter,1.0,mountain,Rainy
W636,0.0,84,17.0,96.0,overcast,989.75,0,Winter,1.0,mountain,Snowy
W9810,31.0,67,6.0,17.0,clear,1017.77,11,Spring,6.0,mountain,Sunny
W2941,34.0,54,10.0,10.0,partly cloudy,1018.17,1,Autumn,7.0,inland,Cloudy
W2780,1.0,86,1.5,95.0,overcast,995.37,1,Winter,5.0,inland,Snowy
W1982,34.0,36,3.0,2.0,clear,1023.66,9,Spring,9.0,coastal,Sunny
W3015,41.0,52,3.0,18.0,partly cloudy,1029.47,10,Summer,7.5,inland,Sunny
W4609,-8.0,97,3.5,61.0,partly cloudy,989.47,0,Winter,1.0,inland,Snowy
W7000,21.0,73,12.0,77.0,clear,1029.51,4,Autumn,11.5,coastal,Sunny
W9106,36.0,85,15.0,88.0,overcast,1002.75,8,Autumn,1.0,coastal,Rainy
W1867,22.0,37,0.5,0.0,partly cloudy,1024.23,8,Autumn,5.5,coastal,Sunny
W1227,4.0,89,10.5,89.0,overcast,981.38,6,Winter,0.5,inland,Snowy
W11742,14.0,77,12.5,48.0,overcast,1005.25,2,Spring,5.5,coastal,Cloudy
W4946,-20.0,28,11.0,77.0,cloudy,883.37,13,Spring,12.5,coastal,Rainy
W2907,27.0,72,5.5,56.0,cloudy,1091.74,4,Spring,11.0,inland,Rainy
W7247,30.0,61,1.5,11.0,clear,1020.86,7,Autumn,7.0,mountain,Sunny
W849,21.0,61,6.0,17.0,overcast,1019.35,3,Autumn,6.5,inland,Cloudy
W941,7.0,76,17.5,106.0,overcast,1019.09,2,Autumn,5.5,coastal,Rainy
W3778,23.0,60,5.0,9.0,clear,1011.77,6,Spring,7.0,coastal,Sunny
W12570,14.0,80,18.0,75.0,overcast,1016.31,0,Winter,1.5,mountain,Rainy
W617,32.0,60,9.0,52.0,overcast,992.85,3,Winter,4.5,coastal,Rainy
W8921,20.0,96,19.0,78.0,overcast,1010.81,1,Spring,1.5,inland,Rainy
W1668,10.0,81,11.5,75.0,partly cloudy,1006.82,3,Summer,3.5,inland,Rainy
W3575,27.0,70,12.5,59.0,overcast,995.11,2,Autumn,4.0,inland,Rainy
W708,48.0,40,7.0,91.0,partly cloudy,1184.13,3,Autumn,5.0,coastal,Snowy
W12026,29.0,45,3.5,1.0,clear,1029.92,11,Autumn,8.5,coastal,Sunny
W9973,44.0,72,3.0,12.0,cloudy,949.13,10,Winter,19.5,coastal,Snowy
W12,38.0,43,2.0,16.0,clear,1029.16,11,Autumn,7.5,inland,Sunny
W1623,28.0,67,10.0,42.0,partly cloudy,1011.76,2,Autumn,5.0,inland,Cloudy
W12263,24.0,29,5.5,9.0,clear,1025.51,8,Spring,5.5,mountain,Sunny
W5745,-2.0,64,2.0,68.0,overcast,990.02,0,Winter,4.0,mountain,Snowy
W5611,28.0,49,4.5,12.0,clear,1010.13,11,Spring,8.0,mountain,Sunny
W1741,17.0,66,6.5,21.0,partly cloudy,1014.07,4,Summer,5.5,mountain,Cloudy
W2623,19.0,70,8.0,31.0,partly cloudy,1009.02,3,Winter,9.0,mountain,Cloudy
W11094,26.0,71,11.5,85.0,partly cloudy,1007.77,1,Autumn,5.0,coastal,Rainy
W13193,31.0,24,8.0,5.0,clear,1029.61,8,Summer,9.0,inland,Sunny
W12164,18.0,76,10.5,44.0,partly cloudy,1015.21,2,Winter,9.0,inland,Cloudy
W1902,26.0,64,4.5,23.0,partly cloudy,1002.01,2,Spring,5.5,coastal,Cloudy
W6586,33.0,79,17.0,55.0,overcast,1014.11,1,Spring,2.5,coastal,Rainy
W3374,-7.0,95,14.0,91.0,overcast,990.96,1,Winter,5.0,mountain,Snowy
W940,40.0,40,8.0,1.0,clear,1013.26,11,Summer,5.5,coastal,Sunny
W10260,19.0,59,9.5,84.0,overcast,1031.19,4,Spring,9.5,inland,Rainy
W2546,2.0,69,1.0,50.0,overcast,992.9,0,Winter,4.5,inland,Snowy
W561,34.0,89,5.5,85.0,partly cloudy,994.36,0,Spring,1.5,mountain,Rainy
W4638,32.0,51,0.0,28.0,partly cloudy,1000.21,1,Winter,5.5,inland,Cloudy
W1768,36.0,86,18.5,76.0,partly cloudy,1009.0,9,Winter,5.0,mountain,Cloudy
W2561,30.0,54,7.5,15.0,overcast,1011.24,1,Spring,7.0,coastal,Cloudy
W1506,41.0,101,19.0,78.0,clear,1023.28,9,Winter,3.5,coastal,Sunny
W705,29.0,51,11.5,14.0,partly cloudy,1016.46,3,Winter,5.0,coastal,Cloudy
W6117,-14.0,83,15.0,108.0,overcast,999.33,11,Winter,4.0,inland,Snowy
W6263,26.0,79,15.5,99.0,partly cloudy,1019.63,13,Spring,2.0,coastal,Cloudy
W8546,32.0,67,3.0,26.0,partly cloudy,1019.99,4,Winter,5.0,mountain,Cloudy
W3156,44.0,49,10.0,5.0,partly cloudy,1010.38,10,Spring,10.0,mountain,Sunny
W9983,-3.0,80,11.0,52.0,overcast,982.1,0,Winter,2.0,inland,Snowy
W9755,32.0,62,8.5,38.0,partly cloudy,1001.08,2,Autumn,6.5,inland,Cloudy
W1190,27.0,54,1.0,13.0,partly cloudy,1009.82,2,Summer,5.5,coastal,Cloudy
W8122,-7.0,63,0.0,73.0,partly cloudy,985.62,1,Winter,4.0,mountain,Snowy
W274,41.0,33,3.5,5.0,partly cloudy,1021.88,6,Spring,8.0,coastal,Sunny
W373,-3.0,81,6.0,87.0,overcast,985.5,0,Winter,4.5,mountain,Snowy
W7739,44.0,63,8.5,14.0,clear,1016.61,7,Winter,5.5,coastal,Sunny
W11604,25.0,68,15.0,32.0,partly cloudy,1004.28,3,Summer,7.0,inland,Cloudy
W9132,35.0,57,6.5,10.0,clear,1017.34,5,Autumn,9.0,coastal,Sunny
W10998,-10.0,90,8.5,63.0,overcast,993.26,1,Winter,3.0,inland,Snowy
W9571,33.0,56,9.5,1.0,clear,1011.47,5,Summer,6.0,coastal,Sunny
W7145,37.0,27,3.0,5.0,clear,1014.53,5,Winter,8.0,coastal,Sunny
W57,41.0,85,9.0,101.0,overcast,1017.89,3,Summer,7.5,mountain,Cloudy
W987,34.0,84,12.0,84.0,overcast,995.23,3,Summer,4.0,mountain,Rainy
W8050,43.0,48,4.5,10.0,clear,1019.05,11,Autumn,5.5,inland,Sunny
W12558,23.0,75,2.5,11.0,partly cloudy,1012.14,4,Winter,8.0,coastal,Cloudy
W10924,25.0,97,21.5,90.0,partly cloudy,1007.81,1,Autumn,1.0,inland,Rainy
W11986,22.0,87,17.5,92.0,partly cloudy,1028.98,8,Summer,10.5,mountain,Sunny
W7708,-15.0,42,8.5,54.0,partly cloudy,1188.64,0,Winter,15.0,inland,Sunny
W3257,-4.0,96,19.5,90.0,overcast,995.61,1,Winter,4.5,mountain,Snowy
W8571,34.0,63,6.0,99.0,partly cloudy,1012.57,1,Autumn,3.5,inland,Rainy
W6614,43.0,39,0.5,6.0,clear,1013.52,5,Spring,6.0,inland,Sunny
W4386,-15.0,91,20.5,90.0,overcast,981.13,8,Winter,1.5,inland,Snowy
W3499,3.0,72,15.5,96.0,partly cloudy,997.0,0,Winter,2.5,mountain,Snowy
W3165,-1.0,84,14.5,88.0,overcast,983.67,1,Winter,3.5,mountain,Snowy
W4852,21.0,25,5.5,6.0,clear,1015.11,5,Winter,5.5,mountain,Sunny
W2866,24.0,84,14.5,55.0,partly cloudy,1000.69,3,Winter,1.5,mountain,Rainy
W742,16.0,67,6.5,30.0,partly cloudy,1011.71,4,Summer,6.0,inland,Cloudy
W3534,20.0,90,17.0,75.0,overcast,1017.62,3,Winter,2.5,mountain,Rainy
W1381,-13.0,77,6.5,98.0,partly cloudy,892.62,3,Winter,5.0,mountain,Snowy
W5761,29.0,91,13.5,65.0,partly cloudy,1018.6,1,Autumn,1.5,coastal,Rainy
W5670,16.0,71,3.0,104.0,partly cloudy,1009.56,9,Spring,5.5,coastal,Cloudy
W6932,-3.0,95,3.0,65.0,partly cloudy,993.56,0,Winter,2.0,mountain,Snowy
W10361,24.0,79,9.5,79.0,partly cloudy,1000.98,3,Spring,4.5,mountain,Rainy
W9623,-3.0,95,19.5,50.0,overcast,990.58,0,Winter,4.0,inland,Snowy
W11747,30.0,90,7.5,76.0,overcast,1003.0,3,Spring,4.0,coastal,Rainy
W5236,24.0,54,2.5,9.0,clear,1024.42,10,Winter,10.0,inland,Sunny
W9978,43.0,33,9.0,69.0,overcast,930.93,10,Winter,14.5,coastal,Cloudy
W11236,12.0,73,12.5,93.0,overcast,1001.51,2,Autumn,4.5,coastal,Rainy
W8458,11.0,97,15.5,84.0,overcast,1002.16,0,Summer,2.5,coastal,Rainy
W5120,35.0,67,9.0,0.0,clear,1019.0,8,Summer,5.0,mountain,Sunny
W2286,10.0,63,9.5,59.0,overcast,1016.38,1,Spring,1.5,inland,Rainy
W5114,-9.0,84,4.5,83.0,overcast,981.93,0,Winter,3.5,inland,Snowy
W9772,36.0,87,35.5,103.0,overcast,1003.99,7,Autumn,5.5,mountain,Rainy
W7320,2.0,80,8.0,77.0,overcast,990.94,0,Winter,4.0,mountain,Snowy
W7481,42.0,35,6.0,19.0,clear,1010.85,11,Autumn,8.0,mountain,Sunny
W9397,12.0,78,8.5,83.0,overcast,1010.53,1,Summer,4.5,coastal,Rainy
W8329,14.0,61,6.5,20.0,partly cloudy,1003.82,4,Spring,5.5,inland,Cloudy
W9214,-3.0,65,10.0,81.0,overcast,997.43,1,Winter,1.0,mountain,Snowy
W5700,24.0,61,8.5,65.0,overcast,998.75,1,Winter,3.5,coastal,Rainy
W2616,1.0,80,0.0,71.0,overcast,995.74,1,Winter,5.0,inland,Snowy
W4795,11.0,61,10.5,40.0,overcast,1016.91,1,Winter,7.0,inland,Cloudy
W5391,34.0,52,7.0,13.0,overcast,1009.3,1,Summer,8.0,coastal,Cloudy
W8175,-17.0,73,33.0,103.0,partly cloudy,997.89,10,Winter,4.0,inland,Snowy
W11256,15.0,75,10.5,20.0,overcast,1007.76,1,Winter,5.0,coastal,Cloudy
W186,21.0,64,19.0,96.0,partly cloudy,1006.43,0,Winter,4.5,coastal,Rainy
W6159,-10.0,59,14.0,20.0,cloudy,863.05,2,Autumn,15.5,coastal,Sunny
W4293,-10.0,74,10.5,86.0,overcast,991.2,1,Winter,3.0,mountain,Snowy
W4860,35.0,27,6.5,13.0,partly cloudy,1019.12,6,Spring,7.5,mountain,Sunny
W11672,21.0,66,11.5,71.0,overcast,1019.63,1,Summer,1.0,inland,Rainy
W9668,13.0,81,15.0,61.0,overcast,1002.21,2,Autumn,4.0,inland,Rainy
W8870,64.0,104,3.0,103.0,clear,1024.08,4,Spring,3.5,coastal,Sunny
W2599,3.0,74,12.0,62.0,partly cloudy,991.37,1,Winter,3.0,inland,Snowy
W6060,41.0,62,5.5,18.0,partly cloudy,1022.63,6,Spring,6.5,mountain,Sunny
W2885,-2.0,90,4.5,92.0,overcast,989.3,0,Winter,4.0,inland,Snowy
W12521,23.0,80,6.0,54.0,overcast,1015.46,1,Winter,2.0,mountain,Rainy
W10126,-1.0,78,6.5,93.0,overcast,981.14,1,Winter,4.0,mountain,Snowy
W5699,15.0,67,14.5,37.0,partly cloudy,1008.8,3,Winter,7.0,coastal,Cloudy
W10681,15.0,73,4.5,31.0,partly cloudy,1010.84,3,Spring,6.5,inland,Cloudy
W5439,40.0,25,3.5,5.0,partly cloudy,1020.79,8,Winter,6.0,inland,Sunny
W7008,21.0,87,18.0,84.0,overcast,996.33,0,Winter,3.5,inland,Rainy
W2469,2.0,90,9.0,96.0,overcast,994.9,6,Winter,2.0,mountain,Snowy
W11607,11.0,43,11.5,52.0,overcast,870.05,1,Summer,3.5,coastal,Snowy
W8299,-9.0,24,1.0,93.0,cloudy,892.79,9,Spring,19.0,coastal,Snowy
W6042,24.0,47,3.0,16.0,clear,1029.8,8,Autumn,5.0,coastal,Sunny
W8263,-7.0,62,14.0,59.0,overcast,982.97,0,Winter,3.5,mountain,Snowy
W9160,37.0,77,4.5,90.0,partly cloudy,1008.4,12,Winter,4.5,coastal,Cloudy
W9466,-7.0,98,30.0,86.0,overcast,985.11,4,Winter,1.0,inland,Snowy
W7124,16.0,54,13.5,23.0,partly cloudy,1004.39,1,Spring,6.5,mountain,Cloudy
W6413,32.0,77,10.0,64.0,overcast,1016.78,1,Autumn,3.5,inland,Rainy
W10860,22.0,60,2.5,13.0,overcast,1011.83,4,Spring,5.5,inland,Cloudy
W850,17.0,94,12.5,79.0,overcast,1015.11,3,Winter,2.0,mountain,Rainy
W11222,26.0,72,8.5,35.0,overcast,1007.09,4,Spring,5.5,coastal,Cloudy
W2869,13.0,109,45.0,73.0,overcast,992.31,2,Autumn,3.0,mountain,Rainy
W10932,10.0,104,31.5,75.0,partly cloudy,1016.56,0,Autumn,7.0,inland,Cloudy
W4101,-6.0,86,9.0,84.0,overcast,991.14,0,Winter,1.5,mountain,Snowy
W253,25.0,51,5.0,18.0,clear,1019.65,7,Autumn,7.0,coastal,Sunny
W1352,23.0,35,3.0,9.0,clear,1029.35,7,Winter,7.5,mountain,Sunny
W7930,30.0,85,3.0,109.0,clear,1027.48,12,Spring,10.5,inland,Sunny
W491,-3.0,91,19.5,51.0,overcast,985.77,0,Winter,2.5,inland,Snowy
W1174,-5.0,69,9.0,52.0,overcast,984.19,1,Winter,2.0,mountain,Snowy
W6092,35.0,59,3.0,14.0,partly cloudy,1021.19,9,Summer,9.5,coastal,Sunny
W9427,43.0,58,1.0,10.0,clear,1015.65,5,Autumn,9.5,inland,Sunny
W7101,34.0,65,9.5,76.0,overcast,1019.16,1,Autumn,5.0,inland,Rainy
W12300,31.0,65,4.5,45.0,overcast,1016.06,1,Spring,7.5,mountain,Cloudy
W9602,-4.0,75,14.5,86.0,overcast,999.45,1,Winter,4.0,mountain,Snowy
W5100,-7.0,97,11.5,91.0,overcast,995.81,1,Winter,2.0,inland,Snowy
W6751,24.0,62,7.0,40.0,overcast,1009.39,1,Spring,8.5,inland,Cloudy
W5264,2.0,82,3.0,76.0,overcast,995.82,1,Winter,1.0,inland,Snowy
W12692,31.0,77,9.0,40.0,partly cloudy,1000.97,2,Summer,6.5,inland,Cloudy
W473,23.0,109,0.0,91.0,clear,1029.8,4,Spring,7.0,coastal,Sunny
W2859,39.0,54,1.0,12.0,partly cloudy,1018.49,7,Summer,7.5,coastal,Sunny
W12221,-8.0,94,15.0,59.0,overcast,988.28,0,Winter,1.5,mountain,Snowy
W6577,16.0,98,14.5,93.0,overcast,991.92,1,Winter,4.5,mountain,Rainy
W11118,22.0,72,9.0,87.0,cloudy,1013.57,9,Spring,8.5,coastal,Cloudy
W516,16.0,103,17.5,95.0,overcast,1004.72,12,Autumn,1.5,coastal,Cloudy
W11962,3.0,94,16.5,53.0,overcast,991.09,0,Winter,4.0,inland,Snowy
W8582,32.0,75,10.5,18.0,partly cloudy,1006.73,2,Autumn,7.5,inland,Cloudy
W3426,26.0,74,8.5,61.0,partly cloudy,994.22,2,Spring,2.0,mountain,Rainy
W10315,-11.0,91,9.0,74.0,overcast,988.61,4,Winter,2.5,mountain,Snowy
