CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
675,France,Female,39,6,0.0,2,0,0,83419.15,0,0,4,DIAMOND,367
739,Germany,Male,29,3,59385.98,2,1,1,105533.96,0,0,5,PLATINUM,429
703,France,Male,36,2,0.0,2,1,0,108790.95,0,0,2,SILVER,433
782,Germany,Male,42,7,126428.38,1,1,0,39830.1,0,0,1,GOLD,367
681,France,Female,43,8,154100.3,1,0,0,114659.81,0,0,5,DIAMOND,302
544,France,Female,29,1,118560.55,1,1,1,164137.36,0,0,3,GOLD,796
643,Germany,Male,41,7,154902.66,1,1,1,49667.28,0,0,3,PLATINUM,654
670,Spain,Male,43,1,97792.21,1,0,0,120225.62,0,0,4,SILVER,701
739,France,Male,34,9,0.0,1,1,0,60584.33,0,0,3,PLATINUM,788
652,France,Female,36,6,112518.71,2,0,1,110421.31,0,0,4,SILVER,826
784,Spain,Female,42,2,109052.04,2,1,0,6409.55,0,0,5,GOLD,985
753,France,Female,43,5,0.0,2,1,0,109881.71,0,0,5,SILVER,834
519,France,Female,21,1,146329.57,2,1,1,194867.27,0,0,5,PLATINUM,398
694,Spain,Male,39,3,0.0,1,1,1,95625.03,0,0,3,SILVER,550
655,France,Female,45,7,57327.04,1,0,1,47349.0,0,0,3,SILVER,892
774,France,Female,26,5,0.0,2,1,1,64716.08,0,0,2,GOLD,862
711,France,Male,64,4,0.0,2,1,1,3185.67,0,0,1,GOLD,949
691,France,Male,24,6,0.0,2,1,1,92811.2,0,0,3,GOLD,591
543,France,Male,22,8,0.0,2,0,0,127587.22,0,0,3,PLATINUM,251
659,Germany,Male,36,4,132578.92,2,1,0,84320.94,0,0,1,DIAMOND,367
790,France,Female,41,2,126619.27,1,1,0,198224.38,0,0,4,DIAMOND,696
435,Germany,Male,44,3,151739.65,1,1,0,167461.5,0,0,4,GOLD,412
729,Spain,Male,44,4,107726.93,2,1,0,153064.87,0,0,5,SILVER,456
682,France,Male,61,10,73688.2,1,1,1,172141.33,0,0,2,SILVER,603
546,France,Male,24,8,156325.38,1,1,1,125381.02,0,0,2,DIAMOND,494
570,France,Male,37,6,0.0,1,1,1,187758.5,0,0,2,SILVER,469
582,Germany,Male,26,6,114450.32,1,1,1,14081.64,0,0,2,SILVER,480
729,Spain,Female,34,9,53299.96,2,1,1,42855.97,0,0,3,PLATINUM,929
608,France,Female,34,4,88772.87,1,1,1,168822.01,0,0,1,GOLD,626
734,Germany,Female,47,10,91522.04,2,1,1,138835.91,0,0,4,SILVER,993
538,Spain,Male,43,5,0.0,2,1,0,126933.73,0,0,4,DIAMOND,587
748,France,Male,66,8,0.0,1,1,1,163331.65,0,0,4,GOLD,671
619,France,Female,30,7,70729.17,1,1,1,160948.87,0,0,1,DIAMOND,962
470,France,Female,25,8,127974.06,2,1,1,183259.35,0,0,3,DIAMOND,360
551,Spain,Male,49,1,150777.72,2,1,1,135757.27,0,0,5,PLATINUM,986
701,Spain,Male,35,10,159693.9,2,1,1,71173.64,0,0,3,DIAMOND,752
468,France,Female,42,5,0.0,2,1,0,125305.34,0,0,3,GOLD,780
715,France,Male,40,7,0.0,1,1,1,141359.11,0,0,5,GOLD,776
657,France,Male,38,7,0.0,2,1,0,185827.74,0,0,1,GOLD,870
550,Spain,Male,45,0,0.0,2,0,1,70399.71,0,0,1,SILVER,733
584,Spain,Male,36,4,82696.09,2,0,0,83058.14,0,0,5,PLATINUM,925
811,France,Male,40,1,101514.89,1,1,1,121765.0,0,0,3,SILVER,749
678,Germany,Female,37,2,113383.07,1,1,1,135123.96,0,0,2,DIAMOND,767
640,Germany,Female,31,10,118613.34,1,1,0,168469.65,0,0,3,DIAMOND,573
763,France,Female,38,0,152582.2,2,0,0,31892.82,0,0,4,SILVER,624
606,France,Male,40,6,119501.88,2,1,0,46774.94,0,0,3,SILVER,313
590,Spain,Female,51,10,84474.62,2,1,1,190937.09,0,0,3,PLATINUM,690
599,France,Female,43,4,0.0,1,1,0,170347.1,0,0,5,PLATINUM,550
610,France,Male,36,4,129440.3,2,1,0,102638.35,0,0,4,PLATINUM,975
665,Spain,Male,41,8,0.0,2,1,0,132152.32,0,0,2,GOLD,251
695,France,Female,23,1,0.0,2,1,1,141756.32,0,0,1,GOLD,596
606,Spain,Female,53,1,109330.06,1,1,1,75860.01,0,0,5,DIAMOND,582
793,France,Female,63,9,116270.72,1,1,1,184243.25,0,0,3,DIAMOND,236
567,Spain,Male,43,2,115643.58,2,0,0,174606.35,0,0,2,DIAMOND,754
572,France,Female,38,7,0.0,2,1,1,133122.62,0,0,1,PLATINUM,739
793,Germany,Female,32,1,96408.98,1,1,1,138191.81,0,0,5,DIAMOND,338
633,France,Female,37,9,156091.97,1,1,0,72008.61,0,0,5,GOLD,519
764,France,Male,41,7,0.0,2,0,0,134878.34,0,0,3,SILVER,784
590,Spain,Male,30,3,0.0,2,1,0,83090.35,0,0,4,PLATINUM,332
799,France,Female,52,4,161209.66,1,1,1,89081.41,0,0,4,SILVER,373
667,Spain,Female,34,5,0.0,2,1,0,163830.64,0,0,5,DIAMOND,627
548,France,Female,33,1,80107.83,2,0,1,82245.67,0,0,3,GOLD,524
680,Spain,Male,42,0,0.0,1,1,0,136377.21,0,0,3,DIAMOND,821
477,Germany,Female,36,3,117700.86,1,0,0,74042.0,0,0,3,GOLD,775
555,Spain,Male,33,5,127343.4,1,0,1,121789.3,0,0,1,PLATINUM,311
621,Spain,Male,42,8,68683.68,1,1,1,74157.71,0,0,4,SILVER,642
551,Germany,Female,30,2,143340.44,1,1,0,145796.49,0,0,2,DIAMOND,911
484,Germany,Male,40,7,106901.42,2,0,0,118045.98,0,0,2,PLATINUM,396
772,Germany,Male,34,7,111565.91,1,1,1,121073.23,0,0,1,GOLD,887
593,France,Male,43,9,0.0,2,1,1,76357.43,0,0,1,DIAMOND,931
572,Spain,Female,26,5,0.0,2,1,0,119381.41,0,0,2,SILVER,502
667,France,Male,44,2,122806.95,1,0,0,15120.86,0,0,5,SILVER,236
628,Germany,Female,51,9,155903.82,2,1,1,71159.84,0,0,5,SILVER,597
695,Spain,Female,35,7,79858.13,2,1,1,127977.66,0,0,5,PLATINUM,408
816,Spain,Male,67,6,151858.98,1,1,1,72814.31,0,0,5,GOLD,459
540,Germany,Male,64,1,91869.69,1,0,1,95421.0,0,0,5,SILVER,466
629,France,Female,33,6,0.0,2,1,1,59129.72,0,0,5,SILVER,632
619,Spain,Female,31,3,141751.82,1,0,1,61531.86,0,0,4,DIAMOND,241
793,Spain,Male,29,8,96674.55,2,0,0,192120.66,0,0,4,DIAMOND,558
678,Spain,Female,39,6,0.0,1,0,1,185366.56,0,0,4,GOLD,965
674,France,Female,42,9,0.0,2,1,0,4292.72,0,0,1,SILVER,632
625,Germany,Male,42,6,100047.33,1,1,0,93429.95,0,0,4,GOLD,431
606,France,Male,32,5,83161.65,1,1,1,116885.59,0,0,4,PLATINUM,391
696,Spain,Male,60,8,88786.81,1,1,1,196858.4,0,0,1,PLATINUM,628
658,France,Female,32,9,0.0,2,1,0,156774.75,0,0,4,DIAMOND,384
704,Spain,Male,38,6,106687.76,1,1,0,173776.5,0,0,4,GOLD,546
527,Spain,Male,53,8,0.0,1,1,1,51711.57,0,0,1,SILVER,488
683,France,Male,33,8,0.0,1,0,0,73564.44,0,0,4,PLATINUM,576
724,Germany,Male,37,6,125489.4,1,1,0,118570.53,0,0,4,SILVER,880
513,France,Male,30,5,0.0,2,1,0,162523.66,0,0,2,DIAMOND,444
669,Spain,Male,29,9,0.0,1,1,1,93901.61,0,0,5,DIAMOND,335
639,France,Female,31,3,98360.03,1,0,0,20973.8,0,0,4,PLATINUM,607
749,France,Male,30,1,0.0,2,0,1,126551.65,0,0,1,SILVER,427
628,Spain,Male,40,10,0.0,2,1,0,103832.58,0,0,2,SILVER,401
687,France,Male,34,5,128270.56,1,1,0,191092.62,0,0,3,GOLD,908
660,Germany,Male,28,1,118402.25,2,1,0,14288.93,0,0,1,PLATINUM,965
675,Spain,Male,36,9,106190.55,1,0,1,22994.32,0,0,4,SILVER,749
543,Germany,Male,49,6,59532.18,1,1,0,104253.56,0,0,3,SILVER,301
684,Spain,Female,36,5,174180.39,1,1,0,119830.08,0,0,1,DIAMOND,364
807,France,Male,33,10,101952.97,2,1,0,178153.65,0,0,2,GOLD,634
606,France,Male,32,6,0.0,2,0,1,36540.63,0,0,3,PLATINUM,511
648,Spain,Male,42,2,98795.61,2,1,0,89123.99,0,0,5,GOLD,365
721,France,Female,40,7,0.0,2,1,1,122580.48,0,0,4,PLATINUM,351
579,France,Female,27,9,0.0,2,1,0,126838.7,0,0,5,GOLD,903
752,Spain,Female,36,3,0.0,2,1,1,48505.1,0,0,5,GOLD,784
584,Germany,Female,31,6,152622.34,1,1,0,99298.8,0,0,5,DIAMOND,445
645,France,Male,41,7,0.0,1,0,1,28667.56,0,0,1,SILVER,892
635,Spain,Female,41,10,0.0,2,1,1,61994.2,0,0,5,PLATINUM,883
605,Spain,Male,47,7,142643.54,1,1,0,189310.27,0,0,3,PLATINUM,255
667,Germany,Male,27,2,138032.15,1,1,0,166317.71,0,0,2,GOLD,904
519,France,Male,42,8,0.0,2,1,1,101485.72,0,0,4,SILVER,427
850,France,Male,41,3,136416.82,1,0,1,57844.26,0,0,2,GOLD,264
613,France,Male,40,4,0.0,1,0,0,151325.24,0,0,5,PLATINUM,828
778,Germany,Male,31,9,182275.23,2,1,0,190631.23,0,0,4,GOLD,717
650,France,Male,34,4,106005.54,1,0,1,142995.32,0,0,4,PLATINUM,387
597,France,Female,26,8,149989.39,1,1,0,42330.58,0,0,2,DIAMOND,489
645,France,Male,39,8,0.0,2,0,0,96864.36,0,0,5,SILVER,287
563,Germany,Male,44,7,105007.31,2,1,1,197812.16,0,0,4,GOLD,481
638,Germany,Male,62,4,108716.59,2,1,1,74241.09,0,0,2,PLATINUM,442
472,Spain,Female,32,1,159397.75,1,0,1,57323.18,0,0,4,PLATINUM,829
682,France,Male,69,6,0.0,2,0,1,149604.18,0,0,2,PLATINUM,547
598,Germany,Male,19,3,150348.37,1,1,1,173784.04,0,0,2,SILVER,460
540,Spain,Male,67,1,88382.01,1,0,1,59457.0,0,0,4,GOLD,409
686,Spain,Male,22,8,0.0,2,0,0,142331.85,0,0,2,GOLD,467
681,France,Male,46,0,105969.42,1,1,0,5771.56,0,0,4,GOLD,386
556,France,Female,40,8,0.0,2,1,0,62112.7,0,0,2,PLATINUM,349
573,Germany,Male,35,9,134498.54,2,1,1,119924.8,0,0,3,GOLD,479
599,Germany,Male,36,3,128960.21,2,1,1,40318.33,0,0,4,DIAMOND,662
635,Spain,Female,37,3,0.0,2,1,0,91086.73,0,0,2,PLATINUM,413
770,France,Male,36,2,89800.14,1,1,1,105922.69,0,0,1,SILVER,676
684,Spain,Female,42,3,103210.27,1,1,0,31002.03,0,0,4,PLATINUM,521
767,Spain,Male,77,8,149083.7,1,1,1,190146.83,0,0,5,GOLD,383
530,France,Female,48,0,0.0,1,1,0,85081.09,0,0,2,PLATINUM,737
704,France,Male,36,3,114370.41,1,0,1,66810.48,0,0,3,PLATINUM,268
575,Spain,Female,37,0,0.0,2,0,0,30114.32,0,0,2,GOLD,930
757,Spain,Female,44,9,0.0,2,1,0,177528.92,0,0,3,GOLD,579
657,France,Male,33,1,84309.57,2,0,0,103914.4,0,0,2,SILVER,772
677,Spain,Male,40,7,95312.8,1,1,1,62944.75,0,0,1,DIAMOND,978
803,Germany,Male,34,4,142929.16,2,1,1,114869.56,0,0,2,GOLD,325
479,France,Male,40,1,0.0,2,0,0,114996.43,0,0,3,SILVER,909
615,France,Male,49,3,0.0,2,1,1,49872.33,0,0,5,GOLD,678
446,France,Male,32,8,0.0,2,0,0,133292.94,0,0,2,SILVER,444
609,France,Male,25,10,0.0,1,0,1,109895.16,0,0,2,PLATINUM,652
501,France,Male,42,9,114631.23,1,0,1,91429.74,0,0,4,SILVER,450
811,France,Female,45,5,0.0,2,1,1,146123.19,0,0,3,DIAMOND,372
657,Spain,Female,41,6,112119.48,1,1,0,17536.82,0,0,1,PLATINUM,476
766,Germany,Male,43,6,112088.04,2,1,1,36706.56,0,0,5,DIAMOND,306
712,France,Female,29,2,0.0,1,1,1,144375.0,0,0,4,GOLD,930
632,Germany,Male,30,1,58668.02,1,1,1,78670.52,0,0,1,GOLD,398
769,France,Female,38,2,0.0,2,0,0,75578.67,0,0,5,SILVER,829
554,France,Female,22,8,0.0,2,0,1,142670.61,0,0,4,SILVER,540
685,France,Male,58,1,104796.54,1,1,1,154181.41,0,0,3,GOLD,673
646,Germany,Male,39,9,111574.41,1,1,1,30838.51,0,0,2,PLATINUM,525
531,Germany,Female,42,6,88324.31,2,1,0,75248.75,0,0,1,DIAMOND,319
636,France,Male,34,8,0.0,2,1,0,38570.13,0,0,1,SILVER,474
661,France,Male,26,8,0.0,2,0,0,196875.87,0,0,4,GOLD,547
651,France,Male,36,7,0.0,2,1,0,13898.31,0,0,1,GOLD,545
645,Spain,Female,21,1,0.0,2,0,0,28726.07,0,0,5,GOLD,469
769,France,Female,27,2,0.0,1,1,1,57876.05,0,0,4,SILVER,801
555,Spain,Male,21,1,0.0,2,0,0,103901.35,0,0,1,DIAMOND,599
594,France,Male,36,6,153880.15,1,0,0,135431.72,0,0,4,PLATINUM,706
647,France,Male,43,9,0.0,2,1,1,78488.39,0,0,4,DIAMOND,555
515,France,Female,66,6,0.0,2,1,1,160663.11,0,0,2,PLATINUM,282
503,Spain,Male,32,9,100262.88,2,1,1,157921.25,0,0,1,DIAMOND,685
596,France,Male,33,2,139451.67,1,0,0,63142.12,0,0,4,PLATINUM,640
821,France,Female,28,8,0.0,1,1,1,36754.13,0,0,5,GOLD,845
669,Spain,Male,22,10,0.0,2,1,0,176163.74,0,0,3,PLATINUM,408
539,France,Female,29,4,0.0,2,1,1,100919.19,0,0,5,SILVER,281
689,Spain,Male,38,2,0.0,1,1,1,82709.8,0,0,5,DIAMOND,621
747,France,Male,61,7,155973.13,1,0,1,147554.26,0,0,5,GOLD,527
756,France,Female,23,1,112568.31,1,1,1,113408.11,0,0,5,DIAMOND,965
598,France,Female,34,4,0.0,2,0,0,60894.26,0,0,4,SILVER,239
604,France,Male,30,5,0.0,2,1,0,75786.55,0,0,1,PLATINUM,468
723,Spain,Female,45,4,0.0,2,1,0,37214.39,0,0,5,PLATINUM,799
516,Spain,Female,65,9,102541.1,1,1,0,181490.42,0,0,4,PLATINUM,933
593,France,Female,29,2,152265.43,1,1,0,34004.44,0,0,1,SILVER,907
631,France,Male,26,1,149144.61,1,0,1,123697.95,0,0,3,PLATINUM,887
640,Spain,Female,46,8,0.0,2,1,0,89043.19,0,0,1,GOLD,429
576,Spain,Male,33,3,0.0,2,0,1,190112.05,0,0,5,PLATINUM,334
558,France,Male,40,6,0.0,2,1,0,173844.89,0,0,2,PLATINUM,271
643,Germany,Male,59,3,170331.37,1,1,1,32171.79,0,0,5,PLATINUM,838
833,France,Female,28,4,136674.51,2,0,0,5278.78,0,0,5,GOLD,502
507,France,Female,35,2,0.0,2,1,0,97633.93,0,0,4,DIAMOND,412
739,France,Male,58,2,101579.28,1,1,1,72168.53,0,0,5,SILVER,277
493,Germany,Female,35,8,178317.6,1,0,0,197428.64,0,0,1,SILVER,738
451,France,Female,36,2,0.0,2,1,1,180142.42,0,0,1,GOLD,465
768,Spain,Female,44,6,60603.4,1,1,1,178045.97,0,0,4,DIAMOND,570
696,Germany,Male,31,3,150604.52,1,0,0,5566.6,0,0,5,PLATINUM,326
672,Germany,Male,40,4,89025.88,2,1,0,188892.19,0,0,1,GOLD,955
579,Germany,Male,49,4,169377.31,1,1,1,123535.05,0,0,1,PLATINUM,650
613,France,Male,42,7,115076.06,1,1,1,79323.61,0,0,1,SILVER,589
679,Germany,Male,35,1,130463.55,2,1,1,37341.17,0,0,2,PLATINUM,606
779,France,Female,42,5,0.0,2,0,0,25951.91,0,0,1,SILVER,530
720,Spain,Male,33,3,123783.91,2,1,1,142903.44,0,0,2,SILVER,649
717,Spain,Male,36,2,102989.83,2,0,1,49185.57,0,0,5,SILVER,313
716,Spain,Male,33,2,0.0,2,1,1,92916.53,0,0,1,PLATINUM,531
688,France,Male,40,6,0.0,1,1,1,47886.44,0,0,1,GOLD,618
686,France,Female,41,7,152105.57,2,0,1,132374.41,0,0,1,SILVER,665
562,France,Male,30,3,111099.79,2,0,0,140650.19,0,0,1,GOLD,370
589,France,Male,32,2,0.0,2,0,1,9468.64,0,0,2,GOLD,539
688,Spain,Female,46,8,155681.72,1,1,0,26287.21,0,0,3,SILVER,984
636,France,Female,20,10,124266.86,1,0,0,100566.81,0,0,5,DIAMOND,606
546,Spain,Female,36,7,85660.96,1,0,0,134778.01,0,0,4,PLATINUM,527
759,France,Female,31,1,109848.6,1,1,1,42012.55,0,0,5,SILVER,299
740,Germany,Female,40,2,122295.17,2,1,1,30812.84,0,0,2,GOLD,318
673,Germany,Female,34,1,127122.79,3,0,1,76703.1,0,0,5,DIAMOND,520
729,Germany,Male,40,5,113574.61,2,1,0,103396.08,0,0,4,SILVER,995
750,Spain,Female,37,2,113817.06,1,0,0,88333.74,0,0,5,DIAMOND,998
761,Spain,Male,27,8,0.0,2,1,0,63297.7,0,0,5,SILVER,494
580,Germany,Female,36,3,74974.89,1,1,1,12099.67,0,0,3,SILVER,649
670,France,Female,45,5,47884.92,1,1,1,54340.24,0,0,5,DIAMOND,723
723,France,Female,35,0,0.0,2,0,1,61290.99,0,0,1,GOLD,996
434,France,Male,41,4,108128.52,1,0,1,56784.11,0,0,1,PLATINUM,695
641,Germany,Female,37,7,62974.64,2,0,1,39016.43,0,0,1,GOLD,513
686,Spain,Male,22,5,0.0,2,1,0,158974.45,0,0,2,SILVER,968
735,Spain,Male,39,1,60374.98,1,1,0,40223.74,0,0,3,GOLD,351
727,Germany,Female,18,2,93816.7,2,1,0,126172.11,0,0,1,DIAMOND,523
702,France,Male,50,3,0.0,2,0,0,94949.84,0,0,4,GOLD,726
780,France,Male,76,10,121313.88,1,0,1,64872.33,0,0,3,DIAMOND,908
694,France,Male,60,9,0.0,1,1,1,57088.97,0,0,4,GOLD,647
488,France,Male,34,3,0.0,2,1,1,125979.36,0,0,1,GOLD,974
611,Germany,Female,29,4,78885.88,2,1,1,26927.69,0,0,3,SILVER,914
657,Spain,Male,36,8,0.0,2,0,1,123866.43,0,0,4,DIAMOND,932
586,Spain,Female,33,7,0.0,2,1,1,168261.4,0,0,4,SILVER,554
657,Germany,Male,30,1,139762.13,2,1,1,23317.88,0,0,5,SILVER,731
680,France,Male,33,10,183768.47,1,1,0,164119.35,0,0,3,PLATINUM,291
629,Spain,Male,31,6,132876.55,1,1,1,130862.11,0,0,3,PLATINUM,342
715,France,Male,32,8,175307.32,1,1,0,187051.23,0,0,3,GOLD,672
575,Spain,Male,30,2,0.0,2,1,1,82222.86,0,0,1,PLATINUM,934
518,France,Female,45,8,0.0,2,1,1,36193.07,0,0,1,SILVER,916
850,France,Female,29,10,0.0,2,1,1,199775.67,0,0,5,PLATINUM,335
696,Germany,Male,32,8,101160.99,1,1,1,115916.55,0,0,4,DIAMOND,694
721,France,Male,41,7,0.0,2,0,1,61018.85,0,0,1,SILVER,453
798,France,Male,32,7,0.0,2,0,1,37731.95,0,0,4,GOLD,856
638,Germany,Female,39,0,122501.28,2,1,1,95007.8,0,0,1,GOLD,492
540,France,Male,48,0,148116.48,1,0,0,116973.48,0,0,3,GOLD,274
564,France,Female,33,4,135946.26,1,1,0,63170.0,0,0,3,DIAMOND,696
592,France,Female,38,8,119278.01,2,0,1,19370.73,0,0,3,GOLD,619
510,France,Male,65,2,0.0,2,1,1,48071.61,0,0,1,SILVER,280
579,France,Male,31,9,0.0,1,0,1,139048.0,0,0,5,SILVER,779
660,France,Male,35,7,0.0,2,1,0,13218.6,0,0,5,GOLD,759
693,France,Female,39,4,0.0,2,0,1,142331.39,0,0,1,PLATINUM,550
682,Spain,Female,59,0,122661.39,1,0,1,84803.76,0,0,1,PLATINUM,686
507,Spain,Female,29,6,0.0,2,0,1,94780.9,0,0,2,DIAMOND,284
643,France,Male,36,0,148159.71,1,0,0,55835.66,0,0,1,SILVER,309
831,Spain,Female,44,10,0.0,1,0,1,47729.33,0,0,2,GOLD,924
631,Germany,Female,34,6,125227.82,2,0,1,128247.03,0,0,2,PLATINUM,305
649,France,Male,47,1,0.0,2,1,1,145593.85,0,0,4,GOLD,908
704,France,Male,39,2,111525.02,1,1,0,199484.96,0,0,4,SILVER,368
515,Spain,Male,40,10,121355.99,1,1,0,138360.29,0,0,5,GOLD,870
652,Germany,Male,45,2,151421.44,1,0,1,115333.43,0,0,2,GOLD,388
806,Spain,Male,25,7,0.0,2,1,0,18461.9,0,0,4,PLATINUM,767
772,France,Male,34,9,0.0,2,1,0,170980.86,0,0,1,SILVER,870
746,France,Male,37,2,0.0,2,1,0,143194.05,0,0,4,DIAMOND,415
563,Spain,Male,32,6,0.0,2,1,1,19720.08,0,0,4,SILVER,574
537,France,Male,26,7,106397.75,1,0,0,103563.23,0,0,3,DIAMOND,445
617,Spain,Male,42,0,70105.87,1,1,1,120830.73,0,0,3,SILVER,702
847,Spain,Male,31,5,0.0,2,1,1,76326.67,0,0,4,SILVER,791
613,France,Male,36,9,131307.11,1,0,0,83343.73,0,0,4,PLATINUM,336
639,France,Female,35,1,103015.12,2,1,1,139094.12,0,0,1,PLATINUM,467
684,Germany,Female,26,2,114035.39,1,0,0,96885.19,0,0,4,PLATINUM,383
608,Germany,Male,28,4,96679.71,1,1,1,49133.45,0,0,3,PLATINUM,988
461,Germany,Female,34,5,63663.93,1,0,1,167784.28,0,0,1,SILVER,497
666,Spain,Male,35,2,104832.49,1,1,0,175015.12,0,0,4,DIAMOND,411
540,Germany,Male,37,3,129965.18,1,0,0,19374.08,0,0,5,SILVER,502
850,Spain,Male,30,2,0.0,2,0,1,27937.12,0,0,1,PLATINUM,663
802,France,Male,29,9,127414.55,1,1,1,134459.12,0,0,2,GOLD,944
656,France,Male,40,2,0.0,2,1,1,180553.48,0,0,1,SILVER,409
597,France,Female,29,5,0.0,2,1,1,174825.57,0,0,2,GOLD,347
476,France,Female,32,6,111871.93,1,0,0,112132.86,0,0,3,GOLD,988
678,France,Female,35,4,0.0,1,1,0,125518.32,0,0,1,DIAMOND,749
850,France,Female,46,2,157866.77,1,1,1,18986.12,0,0,3,GOLD,482
603,Germany,Female,35,9,145623.36,1,1,0,163181.62,0,0,2,PLATINUM,669
583,France,Female,40,4,55776.39,2,1,0,26920.43,0,0,3,GOLD,574
673,Germany,Female,69,3,78833.15,2,1,1,37196.15,0,0,1,SILVER,795
586,Germany,Female,47,5,157099.47,2,1,1,65481.86,0,0,1,DIAMOND,576
631,Spain,Male,29,3,0.0,2,1,1,197963.46,0,0,3,DIAMOND,463
545,Spain,Female,32,4,0.0,1,1,0,94739.2,0,0,1,PLATINUM,319
663,France,Female,42,5,124626.07,1,1,1,78004.5,0,0,2,SILVER,676
522,Germany,Female,25,5,94049.92,2,1,0,103269.0,0,0,3,SILVER,913
556,France,Female,40,9,129860.37,1,0,0,17992.94,0,0,4,DIAMOND,332
648,Germany,Female,45,5,118886.55,1,0,0,51636.7,0,0,4,SILVER,609
611,Spain,Male,46,6,0.0,2,1,0,45886.33,0,0,4,DIAMOND,406
656,France,Male,18,10,151762.74,1,0,1,127014.32,0,0,2,GOLD,778
539,Spain,Female,39,6,62052.28,1,0,1,59755.14,0,0,4,GOLD,693
809,France,Male,24,7,109558.36,1,1,0,183515.13,0,0,5,GOLD,483
583,France,Male,38,8,0.0,1,1,0,47848.56,0,0,1,PLATINUM,414
644,France,Male,33,7,174571.36,1,0,1,43943.09,0,0,1,DIAMOND,881
728,France,Male,43,7,0.0,2,1,0,40023.7,0,0,4,DIAMOND,937
582,France,Female,29,0,0.0,1,1,1,84012.81,0,0,2,DIAMOND,572
487,France,Female,34,2,96019.5,1,0,0,9085.0,0,0,2,GOLD,740
507,France,Female,33,1,113452.66,1,0,0,142911.99,0,0,1,SILVER,401
718,France,Female,39,3,0.0,2,1,1,145355.11,0,0,2,PLATINUM,709
600,France,Male,32,1,0.0,1,1,1,101986.16,0,0,4,SILVER,324
465,Germany,Male,24,5,117154.9,1,1,1,127744.02,0,0,3,GOLD,532
595,Germany,Female,26,8,118547.72,1,1,1,151192.18,0,0,4,PLATINUM,388
808,France,Male,45,7,118626.55,2,1,0,147132.46,0,0,1,SILVER,559
538,Spain,Male,40,8,0.0,2,1,1,25554.4,0,0,1,DIAMOND,879
598,France,Male,38,0,125487.89,1,0,0,158111.71,0,0,5,DIAMOND,355
515,France,Female,37,0,196853.62,1,1,1,132770.11,0,0,3,PLATINUM,644
587,France,Male,47,6,71026.77,1,1,0,57962.41,0,0,1,PLATINUM,678
728,France,Female,28,4,142243.54,2,1,0,33074.51,0,0,4,SILVER,903
771,France,Male,32,5,62321.62,1,1,1,40920.59,0,0,5,DIAMOND,626
492,France,Female,31,7,0.0,2,1,1,49463.44,0,0,2,SILVER,783
590,France,Male,41,1,89086.31,1,1,0,24499.97,0,0,3,GOLD,513
603,France,Male,38,8,59360.77,1,1,1,191457.06,0,0,1,GOLD,583
787,France,Male,25,5,0.0,2,1,0,47307.9,0,0,4,DIAMOND,754
636,France,Female,45,7,139859.23,1,1,1,108402.54,0,0,3,GOLD,393
704,France,Male,42,8,129735.3,2,1,1,179565.57,0,0,1,PLATINUM,361
592,France,Male,29,7,0.0,2,1,1,91196.67,0,0,5,GOLD,624
827,Spain,Male,46,1,183276.32,1,1,1,13460.27,0,0,4,DIAMOND,511
634,Spain,Male,34,1,0.0,2,1,0,61995.57,0,0,5,SILVER,522
653,France,Female,27,9,0.0,2,1,0,96429.29,0,0,3,GOLD,834
584,Germany,Female,62,9,137727.34,2,0,1,121102.9,0,0,5,DIAMOND,581
643,France,Male,34,7,0.0,2,0,1,100304.13,0,0,5,DIAMOND,520
497,Germany,Male,24,6,111769.14,2,1,0,55859.27,0,0,4,DIAMOND,711
707,France,Male,47,3,0.0,2,1,0,174303.29,0,0,5,GOLD,791
819,Spain,Female,28,8,168253.21,1,1,1,102799.14,0,0,4,PLATINUM,230
732,France,Female,40,10,0.0,2,1,0,154189.08,0,0,5,DIAMOND,938
643,France,Male,39,7,0.0,2,1,1,170392.59,0,0,3,PLATINUM,677
699,Germany,Female,51,2,92246.14,2,0,1,91346.03,0,0,5,PLATINUM,268
709,Germany,Male,34,4,148375.19,2,1,1,21521.38,0,0,5,GOLD,701
746,France,Male,24,3,137492.35,2,0,1,170142.09,0,0,3,PLATINUM,642
629,France,Male,40,9,0.0,1,1,0,106.67,0,0,3,PLATINUM,558
850,Spain,Male,33,3,100476.46,2,1,1,136539.13,0,0,1,GOLD,590
627,Germany,Female,37,7,147361.57,1,1,1,133031.96,0,0,1,DIAMOND,916
650,Germany,Male,26,4,214346.96,2,1,0,128815.33,0,0,2,GOLD,888
533,Germany,Male,43,4,80442.06,2,0,1,12537.42,0,0,2,SILVER,593
585,France,Female,34,1,0.0,1,1,1,75503.6,0,0,3,GOLD,503
487,Spain,Female,36,1,140137.15,1,1,0,194073.33,0,0,2,DIAMOND,677
774,France,Female,42,3,137781.65,1,0,0,199316.19,0,0,1,SILVER,879
609,France,Male,77,1,0.0,1,0,1,18708.76,0,0,4,PLATINUM,590
630,France,Female,36,2,110414.48,1,1,1,48984.95,0,0,3,SILVER,882
842,France,Male,29,8,0.0,2,1,1,123437.05,0,0,2,DIAMOND,466
555,Spain,Male,33,1,56084.69,2,0,0,178798.13,0,0,5,PLATINUM,481
